delta,trial,S_count,I_count,R_count,S_proportion,I_proportion,R_proportion,nnd_before_predator
0.0,11,40,0,0,1.0,0.0,0.0,6.682490610482485
0.0,4,10,29,1,0.25,0.725,0.025,8.076772739665367
0.0,9,9,27,4,0.225,0.675,0.1,7.541278032989823
0.0,7,8,27,5,0.2,0.675,0.125,9.50359675595789
0.0,6,13,26,1,0.325,0.65,0.025,6.215002133588486
0.0,12,7,31,2,0.175,0.775,0.05,6.352411087647573
0.0,0,15,25,0,0.375,0.625,0.0,5.7979799329102075
0.0,1,9,27,4,0.225,0.675,0.1,7.161495123872186
0.0,2,13,22,5,0.325,0.55,0.125,4.923344616816104
0.0,10,9,30,1,0.225,0.75,0.025,5.282327287803716
0.0,8,9,28,3,0.225,0.7,0.075,6.399860878226424
0.0,5,9,27,4,0.225,0.675,0.1,5.379194787087949
0.0,3,13,23,4,0.325,0.575,0.1,5.5361452196396685
0.0,13,12,24,4,0.3,0.6,0.1,4.911450668048244
0.0,16,16,22,2,0.4,0.55,0.05,8.826849292621727
0.0,19,15,24,1,0.375,0.6,0.025,7.926859316418131
0.0,21,7,28,5,0.175,0.7,0.125,7.232070895014547
0.0,15,10,26,4,0.25,0.65,0.1,6.969060571382815
0.0,14,9,27,4,0.225,0.675,0.1,7.462627661220772
0.0,24,8,26,6,0.2,0.65,0.15,5.241427310293368
0.0,18,8,31,1,0.2,0.775,0.025,7.888939125085119
0.0,17,7,30,3,0.175,0.75,0.075,5.690368643179903
0.0,23,12,24,4,0.3,0.6,0.1,5.588944624907772
0.0,20,11,26,3,0.275,0.65,0.075,6.111322978744246
0.0,32,40,0,0,1.0,0.0,0.0,6.248725907444438
0.0,22,5,28,7,0.125,0.7,0.175,5.0549346886208495
0.0,27,17,21,2,0.425,0.525,0.05,5.888110826608739
0.0,25,11,23,6,0.275,0.575,0.15,10.860317289046085
0.0,28,7,29,4,0.175,0.725,0.1,7.221485402388149
0.0,30,15,20,5,0.375,0.5,0.125,5.4820264825042395
0.0,31,5,30,5,0.125,0.75,0.125,5.391312507080717
0.0,33,14,24,2,0.35,0.6,0.05,5.420472823996877
0.0,26,16,19,5,0.4,0.475,0.125,4.956821055614233
0.0,29,15,23,2,0.375,0.575,0.05,6.598598274256945
0.0,42,40,0,0,1.0,0.0,0.0,7.488332520117263
0.0,36,8,27,5,0.2,0.675,0.125,5.181250456483241
0.0,35,10,27,3,0.25,0.675,0.075,5.002713316662129
0.0,37,7,26,7,0.175,0.65,0.175,7.4512623973196215
0.0,38,9,28,3,0.225,0.7,0.075,5.204519558078505
0.0,40,19,19,2,0.475,0.475,0.05,7.319781325102906
0.0,34,12,24,4,0.3,0.6,0.1,6.69434463096519
0.0,39,7,26,7,0.175,0.65,0.175,8.558261978089224
0.0,44,9,28,3,0.225,0.7,0.075,6.078625269961496
0.0,41,13,24,3,0.325,0.6,0.075,6.2508792697008655
0.0,47,20,19,1,0.5,0.475,0.025,6.494771245368386
0.0,52,40,0,0,1.0,0.0,0.0,7.27440288053424
0.0,43,16,22,2,0.4,0.55,0.05,9.701977919496153
0.0,48,15,20,5,0.375,0.5,0.125,5.879052033256373
0.0,45,17,21,2,0.425,0.525,0.05,5.063809869329326
0.0,46,13,23,4,0.325,0.575,0.1,6.575232134114815
0.0,49,28,11,1,0.7,0.275,0.025,7.4703456455853985
0.0,51,11,28,1,0.275,0.7,0.025,8.320988953920594
0.0,50,20,19,1,0.5,0.475,0.025,8.731449880554493
0.0,55,12,24,4,0.3,0.6,0.1,6.395317275973661
0.0,58,7,32,1,0.175,0.8,0.025,5.1148863704104
0.0,57,11,28,1,0.275,0.7,0.025,9.609974661183934
0.0,56,17,20,3,0.425,0.5,0.075,6.637565999327487
0.0,54,4,32,4,0.1,0.8,0.1,6.044512230970564
0.0,62,5,33,2,0.125,0.825,0.05,6.353908506179859
0.0,53,11,23,6,0.275,0.575,0.15,5.1292173295782835
0.0,61,10,28,2,0.25,0.7,0.05,7.018159339952862
0.0,59,4,35,1,0.1,0.875,0.025,5.761998949395615
0.0,60,7,30,3,0.175,0.75,0.075,7.6201236435551944
0.0,63,12,25,3,0.3,0.625,0.075,6.4942394166056605
0.0,64,10,28,2,0.25,0.7,0.05,6.5016544695078835
0.0,66,20,20,0,0.5,0.5,0.0,6.981711938290839
0.0,65,9,28,3,0.225,0.7,0.075,7.701423127281148
0.0,68,10,28,2,0.25,0.7,0.05,8.218407769283598
0.0,71,12,25,3,0.3,0.625,0.075,5.677005072114005
0.0,69,11,26,3,0.275,0.65,0.075,5.942050462877767
0.0,70,13,21,6,0.325,0.525,0.15,6.112833678143242
0.0,72,8,23,9,0.2,0.575,0.225,5.202502126887934
0.0,74,9,28,3,0.225,0.7,0.075,5.653459343632268
0.0,67,8,28,4,0.2,0.7,0.1,5.273332685580984
0.0,77,9,28,3,0.225,0.7,0.075,5.1770786248306875
0.0,73,3,36,1,0.075,0.9,0.025,6.467545816482518
0.0,76,6,31,3,0.15,0.775,0.075,5.340731670755969
0.0,78,10,26,4,0.25,0.65,0.1,6.067188965790682
0.0,75,8,30,2,0.2,0.75,0.05,5.491681724654863
0.0,80,6,31,3,0.15,0.775,0.075,8.704999170427305
0.0,89,40,0,0,1.0,0.0,0.0,8.045227433338457
0.0,83,8,30,2,0.2,0.75,0.05,8.404322578320883
0.0,79,8,32,0,0.2,0.8,0.0,5.981667919807364
0.0,84,13,23,4,0.325,0.575,0.1,7.045812762523356
0.0,82,12,25,3,0.3,0.625,0.075,5.448572118753859
0.0,86,14,24,2,0.35,0.6,0.05,5.316633376103427
0.0,81,8,30,2,0.2,0.75,0.05,8.455247904152095
0.0,87,4,32,4,0.1,0.8,0.1,6.244789195052174
0.0,95,40,0,0,1.0,0.0,0.0,7.452440780754034
0.0,99,40,0,0,1.0,0.0,0.0,5.559715728114571
0.0,90,11,26,3,0.275,0.65,0.075,6.4001710453798895
0.0,85,11,26,3,0.275,0.65,0.075,4.7179141715455
0.0,88,4,33,3,0.1,0.825,0.075,4.655909082529336
0.0,91,11,26,3,0.275,0.65,0.075,6.741534615883703
0.0,92,13,26,1,0.325,0.65,0.025,11.042552516260207
0.0,105,40,0,0,1.0,0.0,0.0,5.009738168625406
0.0,100,25,14,1,0.625,0.35,0.025,6.123772999043391
0.0,96,7,31,2,0.175,0.775,0.05,5.483097711300058
0.0,97,10,26,4,0.25,0.65,0.1,5.700737197129546
0.0,98,14,24,2,0.35,0.6,0.05,5.478521604391469
0.0,93,7,29,4,0.175,0.725,0.1,6.8685818289891944
0.0,104,18,22,0,0.45,0.55,0.0,5.751908090865871
0.0,102,3,33,4,0.075,0.825,0.1,5.234692983874765
0.0,101,12,24,4,0.3,0.6,0.1,5.201943907229589
0.0,94,5,34,1,0.125,0.85,0.025,5.398296060696151
0.0,106,15,25,0,0.375,0.625,0.0,7.554406230616912
0.0,103,9,28,3,0.225,0.7,0.075,6.21842766284214
0.0,109,12,26,2,0.3,0.65,0.05,4.884343970832207
0.0,108,10,27,3,0.25,0.675,0.075,7.152520449860441
0.0,107,7,30,3,0.175,0.75,0.075,5.5629303026438395
0.0,110,9,27,4,0.225,0.675,0.1,6.2287355583306745
0.0,114,7,31,2,0.175,0.775,0.05,5.339073774104567
0.0,112,19,20,1,0.475,0.5,0.025,5.789763283731533
0.0,113,5,30,5,0.125,0.75,0.125,10.181134915273962
0.0,115,14,24,2,0.35,0.6,0.05,6.251360618135925
0.0,116,5,34,1,0.125,0.85,0.025,6.4083424262702335
0.0,122,31,6,3,0.775,0.15,0.075,6.211599143791661
0.0,111,7,29,4,0.175,0.725,0.1,7.529776481660056
0.0,118,16,22,2,0.4,0.55,0.05,5.496438970168187
0.0,119,6,28,6,0.15,0.7,0.15,7.447443591450946
0.0,117,13,26,1,0.325,0.65,0.025,4.647705727433551
0.0,126,14,25,1,0.35,0.625,0.025,7.525284525345401
0.0,127,11,27,2,0.275,0.675,0.05,9.71835632996563
0.0,128,20,18,2,0.5,0.45,0.05,5.870525181100646
0.0,120,6,29,5,0.15,0.725,0.125,10.21737568975406
0.0,123,11,26,3,0.275,0.65,0.075,5.276459886736693
0.0,121,8,31,1,0.2,0.775,0.025,5.165599302216172
0.0,124,4,28,8,0.1,0.7,0.2,6.3135572777094096
0.0,125,6,29,5,0.15,0.725,0.125,6.171706571599682
0.0,129,9,28,3,0.225,0.7,0.075,7.473644884366815
0.0,132,13,23,4,0.325,0.575,0.1,9.88649894016925
0.0,130,14,23,3,0.35,0.575,0.075,6.002566837947249
0.0,131,17,18,5,0.425,0.45,0.125,5.309954576112138
0.0,134,18,20,2,0.45,0.5,0.05,5.9253496434759425
0.0,133,16,17,7,0.4,0.425,0.175,5.119943521304385
0.0,138,10,26,4,0.25,0.65,0.1,5.041668285025798
0.0,135,12,22,6,0.3,0.55,0.15,7.825879988636705
0.0,139,9,29,2,0.225,0.725,0.05,7.5798943030486186
0.0,137,8,31,1,0.2,0.775,0.025,6.225227314549352
0.0,140,15,23,2,0.375,0.575,0.05,4.599513496497144
0.0,143,21,17,2,0.525,0.425,0.05,5.671698503568999
0.0,136,10,25,5,0.25,0.625,0.125,5.791666373493394
0.0,141,3,31,6,0.075,0.775,0.15,5.078683623401816
0.0,145,15,21,4,0.375,0.525,0.1,6.387982832769668
0.0,142,2,34,4,0.05,0.85,0.1,6.007774863791875
0.0,144,19,18,3,0.475,0.45,0.075,6.615035987665007
0.0,147,9,27,4,0.225,0.675,0.1,8.262148400410807
0.0,149,10,28,2,0.25,0.7,0.05,6.417325698750686
0.0,150,14,25,1,0.35,0.625,0.025,7.170814424518713
0.0,146,7,31,2,0.175,0.775,0.05,5.22841855520559
0.0,151,13,25,2,0.325,0.625,0.05,5.736022801242539
0.0,153,5,31,4,0.125,0.775,0.1,5.504710083029132
0.0,148,3,33,4,0.075,0.825,0.1,5.022176586853063
0.0,154,9,30,1,0.225,0.75,0.025,5.537788532736371
0.0,155,24,16,0,0.6,0.4,0.0,7.520001687041467
0.0,152,7,29,4,0.175,0.725,0.1,9.438652846902354
0.0,160,13,24,3,0.325,0.6,0.075,8.152845109589226
0.0,156,5,33,2,0.125,0.825,0.05,6.040019832163378
0.0,157,10,28,2,0.25,0.7,0.05,5.269595175006099
0.0,161,20,19,1,0.5,0.475,0.025,6.439903688778118
0.0,158,9,28,3,0.225,0.7,0.075,5.519824228326113
0.0,159,7,32,1,0.175,0.8,0.025,5.955250570428404
0.0,163,17,20,3,0.425,0.5,0.075,6.2683789843087
0.0,166,4,34,2,0.1,0.85,0.05,5.9176758734617705
0.0,164,12,27,1,0.3,0.675,0.025,5.678146771196043
0.0,165,14,23,3,0.35,0.575,0.075,5.481192409398098
0.0,162,8,31,1,0.2,0.775,0.025,4.978552161396852
0.0,167,11,26,3,0.275,0.65,0.075,4.9648953293006155
0.0,170,24,15,1,0.6,0.375,0.025,4.947090087534765
0.0,168,6,30,4,0.15,0.75,0.1,5.5153736435306895
0.0,169,6,30,4,0.15,0.75,0.1,5.337422686573822
0.0,172,12,28,0,0.3,0.7,0.0,6.7968182686984
0.0,171,10,30,0,0.25,0.75,0.0,6.993345603549443
0.0,173,24,15,1,0.6,0.375,0.025,5.907647361390206
0.0,184,40,0,0,1.0,0.0,0.0,5.3583361673621415
0.0,175,9,29,2,0.225,0.725,0.05,6.925717150704952
0.0,177,10,27,3,0.25,0.675,0.075,8.230071401424777
0.0,180,12,26,2,0.3,0.65,0.05,5.813335371477986
0.0,176,7,30,3,0.175,0.75,0.075,5.221093038276065
0.0,174,9,30,1,0.225,0.75,0.025,5.998826536890581
0.0,179,24,14,2,0.6,0.35,0.05,4.916677668611589
0.0,182,11,24,5,0.275,0.6,0.125,5.102914240468541
0.0,178,14,23,3,0.35,0.575,0.075,6.355041845271851
0.0,181,13,24,3,0.325,0.6,0.075,5.370836990725785
0.0,185,8,26,6,0.2,0.65,0.15,5.681642689676837
0.0,183,10,28,2,0.25,0.7,0.05,5.841526169224485
0.0,186,24,12,4,0.6,0.3,0.1,5.606692734769814
0.0,187,11,27,2,0.275,0.675,0.05,6.267413747918317
0.0,191,16,23,1,0.4,0.575,0.025,5.61288285227805
0.0,190,9,29,2,0.225,0.725,0.05,8.496879823734751
0.0,188,8,27,5,0.2,0.675,0.125,6.532330982124291
0.0,195,10,29,1,0.25,0.725,0.025,4.483055927103969
0.0,194,14,24,2,0.35,0.6,0.05,6.181632247383428
0.0,189,12,25,3,0.3,0.625,0.075,6.933152215554162
0.0,197,10,26,4,0.25,0.65,0.1,8.4063102565466
0.0,192,7,33,0,0.175,0.825,0.0,7.198240955595571
0.0,193,18,18,4,0.45,0.45,0.1,6.32375765662447
0.0,196,13,26,1,0.325,0.65,0.025,5.343233736944181
0.0,199,19,19,2,0.475,0.475,0.05,7.1962929973791745
0.0,198,12,27,1,0.3,0.675,0.025,6.513586717835269
0.0,201,15,23,2,0.375,0.575,0.05,6.263387367417056
0.0,200,14,25,1,0.35,0.625,0.025,8.572631230214526
0.0,203,3,32,5,0.075,0.8,0.125,5.814749435386932
0.0,206,4,32,4,0.1,0.8,0.1,5.550158686766097
0.0,202,9,30,1,0.225,0.75,0.025,4.498781304561104
0.0,204,2,36,2,0.05,0.9,0.05,5.414624946356658
0.0,209,10,24,6,0.25,0.6,0.15,6.452984685544406
0.0,205,11,25,4,0.275,0.625,0.1,5.496346395564956
0.0,210,11,23,6,0.275,0.575,0.15,5.99061968140632
0.0,208,11,23,6,0.275,0.575,0.15,5.768475773553317
0.0,212,16,23,1,0.4,0.575,0.025,5.132905077775894
0.0,211,11,26,3,0.275,0.65,0.075,5.379696088288943
0.0,207,11,25,4,0.275,0.625,0.1,6.9854869187184345
0.0,215,29,10,1,0.725,0.25,0.025,7.0287284121669815
0.0,213,10,27,3,0.25,0.675,0.075,4.998822777384952
0.0,216,10,27,3,0.25,0.675,0.075,6.761150534759611
0.0,221,25,13,2,0.625,0.325,0.05,8.813487916980066
0.0,223,28,10,2,0.7,0.25,0.05,7.162933694191561
0.0,218,14,22,4,0.35,0.55,0.1,5.6085832334484875
0.0,214,15,22,3,0.375,0.55,0.075,6.460961407452255
0.0,219,8,30,2,0.2,0.75,0.05,5.2980669729631416
0.0,224,10,27,3,0.25,0.675,0.075,6.394476338350631
0.0,222,11,25,4,0.275,0.625,0.1,5.841189470098197
0.0,217,9,27,4,0.225,0.675,0.1,5.521260084807598
0.0,225,6,30,4,0.15,0.75,0.1,8.842174011101037
0.0,220,10,27,3,0.25,0.675,0.075,6.24641101643287
0.0,229,8,30,2,0.2,0.75,0.05,5.692199851832593
0.0,227,7,29,4,0.175,0.725,0.1,8.691993612687876
0.0,230,17,21,2,0.425,0.525,0.05,4.918216017750309
0.0,231,17,21,2,0.425,0.525,0.05,8.481299448751944
0.0,226,8,30,2,0.2,0.75,0.05,10.272868383824706
0.0,228,8,28,4,0.2,0.7,0.1,7.100930539795195
0.0,238,21,18,1,0.525,0.45,0.025,5.526490742604645
0.0,234,18,19,3,0.45,0.475,0.075,5.945934890168659
0.0,233,14,23,3,0.35,0.575,0.075,5.347493462708286
0.0,237,11,27,2,0.275,0.675,0.05,7.059327338517251
0.0,232,8,30,2,0.2,0.75,0.05,7.039637115420509
0.0,235,11,26,3,0.275,0.65,0.075,5.623246414691236
0.0,239,20,18,2,0.5,0.45,0.05,5.081671746122847
0.0,236,3,33,4,0.075,0.825,0.1,5.608401204414294
0.0,241,14,24,2,0.35,0.6,0.05,7.7083279801608695
0.0,242,7,26,7,0.175,0.65,0.175,5.178123148691382
0.0,245,17,23,0,0.425,0.575,0.0,5.935674529656396
0.0,240,9,27,4,0.225,0.675,0.1,5.867824555032568
0.0,244,10,25,5,0.25,0.625,0.125,6.466602578298644
0.0,243,11,26,3,0.275,0.65,0.075,8.995668223597743
0.0,249,12,25,3,0.3,0.625,0.075,5.617742512079504
0.5,0,16,23,1,0.4,0.575,0.025,5.2258931214327005
0.0,247,16,22,2,0.4,0.55,0.05,5.085822283738985
0.0,246,4,32,4,0.1,0.8,0.1,7.345198890376193
0.5,8,40,0,0,1.0,0.0,0.0,5.657712973665164
0.5,1,11,26,3,0.275,0.65,0.075,5.343253753911269
0.0,248,3,36,1,0.075,0.9,0.025,7.010044072508402
0.5,5,24,16,0,0.6,0.4,0.0,7.0009071103799245
0.5,2,17,20,3,0.425,0.5,0.075,7.509208830774776
0.5,3,16,22,2,0.4,0.55,0.05,6.015348269597488
0.5,7,5,32,3,0.125,0.8,0.075,6.922850804532483
0.5,4,4,34,2,0.1,0.85,0.05,5.662110462289959
0.5,6,7,28,5,0.175,0.7,0.125,5.760624614968302
0.5,15,13,25,2,0.325,0.625,0.05,5.325764445395285
0.5,12,18,19,3,0.45,0.475,0.075,6.4262306932956195
0.5,10,11,28,1,0.275,0.7,0.025,7.054544778461093
0.5,13,11,27,2,0.275,0.675,0.05,5.588600078452284
0.5,9,7,29,4,0.175,0.725,0.1,9.681468982225047
0.5,11,11,26,3,0.275,0.65,0.075,7.053431519492506
0.5,23,40,0,0,1.0,0.0,0.0,6.252403062413886
0.5,14,5,31,4,0.125,0.775,0.1,7.979683158855505
0.5,16,7,32,1,0.175,0.8,0.025,5.465551053091858
0.5,17,11,27,2,0.275,0.675,0.05,6.275796765995227
0.5,19,10,24,6,0.25,0.6,0.15,5.1979433301836675
0.5,20,16,20,4,0.4,0.5,0.1,5.780532029812287
0.5,21,16,21,3,0.4,0.525,0.075,7.4042368293758445
0.5,18,15,20,5,0.375,0.5,0.125,4.788229118918318
0.5,30,40,0,0,1.0,0.0,0.0,5.6018205745617395
0.5,22,24,14,2,0.6,0.35,0.05,5.242283383656595
0.5,29,29,11,0,0.725,0.275,0.0,5.530715048040724
0.5,26,23,15,2,0.575,0.375,0.05,5.087222750852744
0.5,24,11,25,4,0.275,0.625,0.1,6.034038386994761
0.5,25,12,27,1,0.3,0.675,0.025,8.80315519881991
0.5,27,15,23,2,0.375,0.575,0.05,5.439160566216433
0.5,34,17,22,1,0.425,0.55,0.025,6.943643077051883
0.5,32,9,27,4,0.225,0.675,0.1,5.107803779591034
0.5,31,6,33,1,0.15,0.825,0.025,7.413779175843847
0.5,35,14,24,2,0.35,0.6,0.05,5.377741061288733
0.5,33,13,24,3,0.325,0.6,0.075,5.509474724440215
0.5,28,14,24,2,0.35,0.6,0.05,5.8078559418275635
0.5,37,6,32,2,0.15,0.8,0.05,5.819166320897496
0.5,39,21,14,5,0.525,0.35,0.125,6.232752933683825
0.5,36,12,26,2,0.3,0.65,0.05,5.259708421882452
0.5,48,40,0,0,1.0,0.0,0.0,5.347117428511818
0.5,40,21,17,2,0.525,0.425,0.05,5.011378723476669
0.5,38,15,20,5,0.375,0.5,0.125,5.849653226832996
0.5,50,40,0,0,1.0,0.0,0.0,5.831353754830755
0.5,44,10,28,2,0.25,0.7,0.05,5.954657404653924
0.5,42,11,27,2,0.275,0.675,0.05,5.858269251623569
0.5,43,9,26,5,0.225,0.65,0.125,5.1007158650989926
0.5,46,11,28,1,0.275,0.7,0.025,7.47798444708412
0.5,51,26,12,2,0.65,0.3,0.05,7.193643661704923
0.5,41,9,28,3,0.225,0.7,0.075,4.694092916382752
0.5,45,15,22,3,0.375,0.55,0.075,5.5640044982509
0.5,47,16,22,2,0.4,0.55,0.05,5.369849488858388
0.5,49,6,30,4,0.15,0.75,0.1,6.956948889778045
0.5,53,7,29,4,0.175,0.725,0.1,7.17779881107438
0.5,52,7,28,5,0.175,0.7,0.125,5.785572316278438
0.5,55,20,18,2,0.5,0.45,0.05,5.840650681580653
0.5,56,9,27,4,0.225,0.675,0.1,5.623001114912205
0.5,54,12,24,4,0.3,0.6,0.1,7.005281679378936
0.5,58,6,31,3,0.15,0.775,0.075,6.602280768284932
0.5,59,11,24,5,0.275,0.6,0.125,9.424804061931535
0.5,60,21,19,0,0.525,0.475,0.0,6.376685649067143
0.5,61,13,24,3,0.325,0.6,0.075,5.313724770656405
0.5,57,20,18,2,0.5,0.45,0.05,5.192411027086074
0.5,64,11,28,1,0.275,0.7,0.025,4.990115090602351
0.5,62,6,32,2,0.15,0.8,0.05,5.845097330801732
0.5,66,9,30,1,0.225,0.75,0.025,5.947656696799695
0.5,68,8,29,3,0.2,0.725,0.075,5.789225783602177
0.5,63,19,18,3,0.475,0.45,0.075,5.073488431073644
0.5,74,30,9,1,0.75,0.225,0.025,6.430113435514554
0.5,70,18,21,1,0.45,0.525,0.025,5.7821368483688955
0.5,65,19,21,0,0.475,0.525,0.0,5.791652992472447
0.5,67,13,24,3,0.325,0.6,0.075,6.511902778970894
0.5,72,8,29,3,0.2,0.725,0.075,6.435093835951086
0.5,73,6,31,3,0.15,0.775,0.075,8.091168879439826
0.5,69,13,23,4,0.325,0.575,0.1,5.789356347707919
0.5,71,6,33,1,0.15,0.825,0.025,5.9118577067115305
0.5,86,40,0,0,1.0,0.0,0.0,6.845783605327794
0.5,75,18,20,2,0.45,0.5,0.05,6.927019704408828
0.5,76,10,25,5,0.25,0.625,0.125,6.0951956712948565
0.5,77,21,16,3,0.525,0.4,0.075,5.962907171572057
0.5,78,13,25,2,0.325,0.625,0.05,5.647994626867472
0.5,85,6,31,3,0.15,0.775,0.075,5.407257444570125
0.5,84,14,22,4,0.35,0.55,0.1,7.002534921472483
0.5,79,10,28,2,0.25,0.7,0.05,5.063440036304603
0.5,80,11,27,2,0.275,0.675,0.05,5.48428365369908
0.5,83,18,19,3,0.45,0.475,0.075,5.9588720889248
0.5,92,40,0,0,1.0,0.0,0.0,7.730539544801114
0.5,82,8,29,3,0.2,0.725,0.075,5.282505194309715
0.5,81,6,30,4,0.15,0.75,0.1,5.740118664837794
0.5,87,6,31,3,0.15,0.775,0.075,5.7402695508144435
0.5,95,40,0,0,1.0,0.0,0.0,4.996483839906707
0.5,89,6,30,4,0.15,0.75,0.1,6.078431564816071
0.5,88,4,30,6,0.1,0.75,0.15,6.928815516623862
0.5,90,3,34,3,0.075,0.85,0.075,6.3609400873102775
0.5,98,23,16,1,0.575,0.4,0.025,8.95869582594133
0.5,93,21,17,2,0.525,0.425,0.05,6.183701996918141
0.5,91,13,24,3,0.325,0.6,0.075,8.953632344472364
0.5,99,4,31,5,0.1,0.775,0.125,5.496058955575171
0.5,100,9,29,2,0.225,0.725,0.05,6.757343910225908
0.5,101,6,30,4,0.15,0.75,0.1,4.956276512502459
0.5,96,11,24,5,0.275,0.6,0.125,5.253609557007714
0.5,97,13,25,2,0.325,0.625,0.05,5.219282840269202
0.5,94,11,26,3,0.275,0.65,0.075,5.788977753886561
0.5,104,13,25,2,0.325,0.625,0.05,5.9540133813241685
0.5,112,40,0,0,1.0,0.0,0.0,5.40442540364542
0.5,103,11,24,5,0.275,0.6,0.125,5.802908351544449
0.5,102,5,32,3,0.125,0.8,0.075,5.0562486657902665
0.5,105,20,15,5,0.5,0.375,0.125,5.881203923890718
0.5,106,16,23,1,0.4,0.575,0.025,8.178959217412821
0.5,107,8,28,4,0.2,0.7,0.1,5.502990520733914
0.5,113,9,27,4,0.225,0.675,0.1,6.088556912971663
0.5,108,6,30,4,0.15,0.75,0.1,5.4206367875620565
0.5,118,25,15,0,0.625,0.375,0.0,5.157060409037202
0.5,109,11,29,0,0.275,0.725,0.0,5.0855533513248075
0.5,110,4,33,3,0.1,0.825,0.075,5.308458354984907
0.5,116,4,34,2,0.1,0.85,0.05,6.968965505041126
0.5,111,6,31,3,0.15,0.775,0.075,5.254120209337435
0.5,115,9,30,1,0.225,0.75,0.025,5.502467708509845
0.5,122,25,14,1,0.625,0.35,0.025,5.335171218645728
0.5,117,7,30,3,0.175,0.75,0.075,5.8471885423871965
0.5,119,14,24,2,0.35,0.6,0.05,6.312073775650237
0.5,114,10,29,1,0.25,0.725,0.025,6.855875635598508
0.5,120,6,29,5,0.15,0.725,0.125,6.906368537073314
0.5,121,10,30,0,0.25,0.75,0.0,4.954987090840097
0.5,123,20,18,2,0.5,0.45,0.05,5.498575273922696
0.5,125,24,13,3,0.6,0.325,0.075,8.162821331096577
0.5,128,13,24,3,0.325,0.6,0.075,6.017225502880812
0.5,124,3,35,2,0.075,0.875,0.05,5.866961414081189
0.5,131,18,19,3,0.45,0.475,0.075,5.598596670992537
0.5,126,7,26,7,0.175,0.65,0.175,4.7807523730451535
0.5,129,16,22,2,0.4,0.55,0.05,6.0667443625679
0.5,127,11,25,4,0.275,0.625,0.1,5.775594687979561
0.5,130,18,21,1,0.45,0.525,0.025,5.623115099836015
0.5,135,15,23,2,0.375,0.575,0.05,7.167429995112411
0.5,136,5,32,3,0.125,0.8,0.075,5.6153141840148475
0.5,133,6,30,4,0.15,0.75,0.1,8.975350651725154
0.5,132,10,28,2,0.25,0.7,0.05,5.109659109854429
0.5,134,12,25,3,0.3,0.625,0.075,5.537375456538524
0.5,139,8,28,4,0.2,0.7,0.1,6.348729307343326
0.5,140,23,15,2,0.575,0.375,0.05,6.843437867920097
0.5,138,7,31,2,0.175,0.775,0.05,5.820989237589402
0.5,148,40,0,0,1.0,0.0,0.0,8.46956798320215
0.5,137,10,28,2,0.25,0.7,0.05,4.91552341867642
0.5,142,17,23,0,0.425,0.575,0.0,5.659323942503325
0.5,141,13,25,2,0.325,0.625,0.05,8.264600615287646
0.5,146,11,29,0,0.275,0.725,0.0,5.566897100221865
0.5,143,14,23,3,0.35,0.575,0.075,6.699296059744161
0.5,144,11,23,6,0.275,0.575,0.15,8.277044990452527
0.5,149,9,27,4,0.225,0.675,0.1,7.496903279892545
0.5,156,40,0,0,1.0,0.0,0.0,5.282619690542214
0.5,147,7,31,2,0.175,0.775,0.05,7.918250671461263
0.5,145,12,22,6,0.3,0.55,0.15,6.2700817451284925
0.5,150,16,24,0,0.4,0.6,0.0,5.67732032221906
0.5,151,21,19,0,0.525,0.475,0.0,7.161506834496791
0.5,155,19,18,3,0.475,0.45,0.075,7.587157702543381
0.5,154,9,28,3,0.225,0.7,0.075,7.29659129698031
0.5,152,17,22,1,0.425,0.55,0.025,6.850227399145299
0.5,153,5,33,2,0.125,0.825,0.05,5.354886702332804
0.5,158,10,25,5,0.25,0.625,0.125,5.9136053602041745
0.5,162,7,32,1,0.175,0.8,0.025,6.8596268896131125
0.5,157,9,29,2,0.225,0.725,0.05,8.194012565541051
0.5,165,5,30,5,0.125,0.75,0.125,4.853160004419426
0.5,160,9,29,2,0.225,0.725,0.05,5.72845201773621
0.5,159,7,30,3,0.175,0.75,0.075,6.425107374089822
0.5,163,12,24,4,0.3,0.6,0.1,6.831471658121346
0.5,164,16,23,1,0.4,0.575,0.025,5.148612391594406
0.5,167,4,30,6,0.1,0.75,0.15,6.585059249709891
0.5,171,40,0,0,1.0,0.0,0.0,5.855636987566868
0.5,161,6,31,3,0.15,0.775,0.075,6.2166451307431165
0.5,166,10,28,2,0.25,0.7,0.05,5.076844286925892
0.5,169,19,20,1,0.475,0.5,0.025,5.784168511099175
0.5,168,7,30,3,0.175,0.75,0.075,5.190134330647088
0.5,170,9,28,3,0.225,0.7,0.075,6.087654664193721
0.5,174,9,28,3,0.225,0.7,0.075,6.187587709582227
0.5,177,6,29,5,0.15,0.725,0.125,5.280196696403799
0.5,173,11,24,5,0.275,0.6,0.125,7.49644740357666
0.5,172,14,22,4,0.35,0.55,0.1,5.489144996020755
0.5,179,4,34,2,0.1,0.85,0.05,6.595551522245836
0.5,184,40,0,0,1.0,0.0,0.0,7.011181673258681
0.5,175,11,28,1,0.275,0.7,0.025,5.5509560831788916
0.5,178,8,29,3,0.2,0.725,0.075,8.656807756864358
0.5,181,12,28,0,0.3,0.7,0.0,5.5189519210521905
0.5,176,12,24,4,0.3,0.6,0.1,6.299541232874674
0.5,189,40,0,0,1.0,0.0,0.0,4.969933871486733
0.5,182,10,27,3,0.25,0.675,0.075,6.063432066050739
