delta,trial,S_count,I_count,R_count,S_proportion,I_proportion,R_proportion,nnd_before_predator
5.0,200,3,25,12,0.075,0.625,0.3,3.628884390524681
5.0,215,40,0,0,1.0,0.0,0.0,3.228639869071441
5.0,219,40,0,0,1.0,0.0,0.0,3.0792147259788525
5.0,211,6,12,22,0.15,0.3,0.55,3.25323087518628
5.0,204,10,25,5,0.25,0.625,0.125,3.3489567166180785
5.0,210,3,29,8,0.075,0.725,0.2,3.138421146392157
5.0,216,17,17,6,0.425,0.425,0.15,3.785660771822603
5.0,221,40,0,0,1.0,0.0,0.0,4.075054195925593
5.0,213,0,28,12,0.0,0.7,0.3,3.9165841072404364
5.0,224,40,0,0,1.0,0.0,0.0,3.177601761606468
5.0,223,40,0,0,1.0,0.0,0.0,3.3674639905857595
5.0,222,40,0,0,1.0,0.0,0.0,3.6749132943791354
5.0,226,40,0,0,1.0,0.0,0.0,3.6263647496824447
5.0,227,40,0,0,1.0,0.0,0.0,3.444092771186047
5.0,218,12,21,7,0.3,0.525,0.175,3.9943204215119117
5.0,214,6,28,6,0.15,0.7,0.15,3.532294957339242
5.0,225,40,0,0,1.0,0.0,0.0,3.997606129194561
5.0,230,40,0,0,1.0,0.0,0.0,3.804332615448356
5.0,217,3,22,15,0.075,0.55,0.375,6.089581016002949
5.0,232,40,0,0,1.0,0.0,0.0,3.0862927166324723
5.0,229,40,0,0,1.0,0.0,0.0,3.2408932656076646
5.0,220,2,16,22,0.05,0.4,0.55,3.7201268260755485
5.0,235,40,0,0,1.0,0.0,0.0,3.389532125743352
5.0,236,40,0,0,1.0,0.0,0.0,3.787478760893701
5.0,231,22,13,5,0.55,0.325,0.125,3.0420600486684704
5.0,240,40,0,0,1.0,0.0,0.0,3.268186941262949
5.0,238,40,0,0,1.0,0.0,0.0,3.4268659805122033
5.0,228,4,27,9,0.1,0.675,0.225,3.0293261812836634
5.0,234,27,10,3,0.675,0.25,0.075,4.232678723259961
5.0,243,40,0,0,1.0,0.0,0.0,4.007695490923724
5.0,241,40,0,0,1.0,0.0,0.0,4.138118539885751
5.0,244,40,0,0,1.0,0.0,0.0,3.665165891544471
5.0,245,40,0,0,1.0,0.0,0.0,3.91000070023748
5.0,246,40,0,0,1.0,0.0,0.0,3.3200185586494086
5.0,233,6,22,12,0.15,0.55,0.3,3.885109039620464
5.0,242,40,0,0,1.0,0.0,0.0,3.7165982670255446
5.0,237,5,16,19,0.125,0.4,0.475,3.306595848031841
5.0,239,8,10,22,0.2,0.25,0.55,3.695811113447428
5.0,249,40,0,0,1.0,0.0,0.0,3.5598321100410146
5.5,1,40,0,0,1.0,0.0,0.0,2.925218052141168
5.5,0,40,0,0,1.0,0.0,0.0,5.746901944217805
5.5,2,40,0,0,1.0,0.0,0.0,3.2296310781981346
5.5,4,40,0,0,1.0,0.0,0.0,3.7164395410249638
5.5,5,40,0,0,1.0,0.0,0.0,3.1516124359009514
5.0,247,10,24,6,0.25,0.6,0.15,3.521673682838081
5.0,248,10,25,5,0.25,0.625,0.125,3.6295282299006884
5.5,8,40,0,0,1.0,0.0,0.0,4.3855230448810545
5.5,3,40,0,0,1.0,0.0,0.0,3.1785557867385914
5.5,10,40,0,0,1.0,0.0,0.0,3.3746590872962954
5.5,7,40,0,0,1.0,0.0,0.0,3.066096175393634
5.5,11,40,0,0,1.0,0.0,0.0,3.4763793195737405
5.5,9,40,0,0,1.0,0.0,0.0,3.0329681847570016
5.5,14,40,0,0,1.0,0.0,0.0,3.0457055474701566
5.5,12,40,0,0,1.0,0.0,0.0,3.4250313027048094
5.5,13,40,0,0,1.0,0.0,0.0,3.7067328556901358
5.5,19,40,0,0,1.0,0.0,0.0,3.4578775347927455
5.5,18,40,0,0,1.0,0.0,0.0,3.4823161027082308
5.5,20,40,0,0,1.0,0.0,0.0,3.0962192228210244
5.5,16,40,0,0,1.0,0.0,0.0,3.5265908287388306
5.5,6,1,34,5,0.025,0.85,0.125,3.5175403330121093
5.5,24,40,0,0,1.0,0.0,0.0,6.036927183755166
5.5,21,40,0,0,1.0,0.0,0.0,4.276647826118078
5.5,22,40,0,0,1.0,0.0,0.0,3.2972571285720895
5.5,25,40,0,0,1.0,0.0,0.0,3.796383909244777
5.5,15,3,31,6,0.075,0.775,0.15,3.99868492177157
5.5,26,40,0,0,1.0,0.0,0.0,3.998617631169143
5.5,27,40,0,0,1.0,0.0,0.0,3.468022516884978
5.5,17,40,0,0,1.0,0.0,0.0,3.4379430656981684
5.5,29,40,0,0,1.0,0.0,0.0,2.9553566119402306
5.5,31,40,0,0,1.0,0.0,0.0,3.170509789985191
5.5,30,40,0,0,1.0,0.0,0.0,8.252841941408686
5.5,33,40,0,0,1.0,0.0,0.0,3.08446255654955
5.5,23,2,34,4,0.05,0.85,0.1,6.338854833985865
5.5,34,40,0,0,1.0,0.0,0.0,2.981559025989314
5.5,32,40,0,0,1.0,0.0,0.0,5.336668149646681
5.5,28,40,0,0,1.0,0.0,0.0,3.4671605471683975
5.5,41,40,0,0,1.0,0.0,0.0,3.4535465088827983
5.5,35,40,0,0,1.0,0.0,0.0,3.27084689685985
5.5,38,40,0,0,1.0,0.0,0.0,3.202212609644673
5.5,40,40,0,0,1.0,0.0,0.0,3.370903262888318
5.5,42,40,0,0,1.0,0.0,0.0,3.2837738719141343
5.5,37,40,0,0,1.0,0.0,0.0,3.3937799846981576
5.5,45,40,0,0,1.0,0.0,0.0,3.088774015348112
5.5,43,40,0,0,1.0,0.0,0.0,3.598294696971082
5.5,44,40,0,0,1.0,0.0,0.0,4.061031408246774
5.5,36,11,3,26,0.275,0.075,0.65,3.7480566826926194
5.5,47,40,0,0,1.0,0.0,0.0,2.7803685551981054
5.5,48,40,0,0,1.0,0.0,0.0,3.4578481128463365
5.5,55,40,0,0,1.0,0.0,0.0,3.501996693416315
5.5,49,40,0,0,1.0,0.0,0.0,3.7539483791963946
5.5,53,40,0,0,1.0,0.0,0.0,3.1886227356425954
5.5,51,40,0,0,1.0,0.0,0.0,3.072091117726386
5.5,39,5,29,6,0.125,0.725,0.15,3.4261515423522524
5.5,46,11,15,14,0.275,0.375,0.35,3.6832933827824945
5.5,56,40,0,0,1.0,0.0,0.0,3.034130123455462
5.5,59,40,0,0,1.0,0.0,0.0,3.2797760720911775
5.5,50,40,0,0,1.0,0.0,0.0,3.796741402661938
5.5,60,40,0,0,1.0,0.0,0.0,3.1838603343491867
5.5,54,40,0,0,1.0,0.0,0.0,3.7231811000768404
5.5,57,40,0,0,1.0,0.0,0.0,3.3438810258652394
5.5,62,40,0,0,1.0,0.0,0.0,3.214922232767416
5.5,58,40,0,0,1.0,0.0,0.0,3.508996094371149
5.5,61,40,0,0,1.0,0.0,0.0,3.712238102989423
5.5,52,40,0,0,1.0,0.0,0.0,3.5264053804321756
5.5,63,40,0,0,1.0,0.0,0.0,3.662263757767549
5.5,64,40,0,0,1.0,0.0,0.0,3.4190414556570703
5.5,66,40,0,0,1.0,0.0,0.0,2.4370162734084664
5.5,65,40,0,0,1.0,0.0,0.0,3.591557821179972
5.5,70,40,0,0,1.0,0.0,0.0,3.6953013209914887
5.5,71,40,0,0,1.0,0.0,0.0,3.424616658132149
5.5,69,40,0,0,1.0,0.0,0.0,7.26193003645878
5.5,72,40,0,0,1.0,0.0,0.0,3.2418936979020763
5.5,74,40,0,0,1.0,0.0,0.0,3.674044823486919
5.5,67,40,0,0,1.0,0.0,0.0,3.8002751660484257
5.5,68,40,0,0,1.0,0.0,0.0,3.5252442120595147
5.5,73,40,0,0,1.0,0.0,0.0,3.3773788052824956
5.5,75,40,0,0,1.0,0.0,0.0,3.940121428980638
5.5,79,40,0,0,1.0,0.0,0.0,3.154640396108858
5.5,78,40,0,0,1.0,0.0,0.0,3.3662444541226533
5.5,77,40,0,0,1.0,0.0,0.0,3.3780944553975907
5.5,81,40,0,0,1.0,0.0,0.0,3.4532684108016993
5.5,80,40,0,0,1.0,0.0,0.0,3.3901018353178975
5.5,82,40,0,0,1.0,0.0,0.0,3.6199607618130125
5.5,85,40,0,0,1.0,0.0,0.0,3.5091309701197018
5.5,84,40,0,0,1.0,0.0,0.0,5.975907998462557
5.5,87,40,0,0,1.0,0.0,0.0,3.6416051237428304
5.5,83,40,0,0,1.0,0.0,0.0,3.678349661575372
5.5,88,40,0,0,1.0,0.0,0.0,3.711688802323137
5.5,86,40,0,0,1.0,0.0,0.0,3.684942048396897
5.5,89,40,0,0,1.0,0.0,0.0,3.42994934061948
5.5,76,9,12,19,0.225,0.3,0.475,3.2957425907421616
5.5,94,40,0,0,1.0,0.0,0.0,3.412993150462326
5.5,97,40,0,0,1.0,0.0,0.0,3.470619763928492
5.5,92,40,0,0,1.0,0.0,0.0,3.761041970828765
5.5,93,40,0,0,1.0,0.0,0.0,5.304187829552085
5.5,91,40,0,0,1.0,0.0,0.0,3.9255354543036702
5.5,98,40,0,0,1.0,0.0,0.0,4.288777506135427
5.5,95,40,0,0,1.0,0.0,0.0,3.4982815729218544
5.5,99,40,0,0,1.0,0.0,0.0,2.965390058138602
5.5,90,40,0,0,1.0,0.0,0.0,3.8169414197002594
5.5,101,40,0,0,1.0,0.0,0.0,3.4991656643886153
5.5,102,40,0,0,1.0,0.0,0.0,3.3970540027908553
5.5,96,40,0,0,1.0,0.0,0.0,6.114102608245885
5.5,100,40,0,0,1.0,0.0,0.0,3.2730772556278707
5.5,106,40,0,0,1.0,0.0,0.0,3.4376312800070297
5.5,103,40,0,0,1.0,0.0,0.0,3.0844300388413424
5.5,107,40,0,0,1.0,0.0,0.0,3.217152993720539
5.5,105,40,0,0,1.0,0.0,0.0,3.3797390813268846
5.5,112,40,0,0,1.0,0.0,0.0,6.613518686003507
5.5,110,40,0,0,1.0,0.0,0.0,3.0561039346825645
5.5,109,40,0,0,1.0,0.0,0.0,3.7496806701478875
5.5,111,40,0,0,1.0,0.0,0.0,3.1658704058580085
5.5,108,40,0,0,1.0,0.0,0.0,3.74728731145821
5.5,115,40,0,0,1.0,0.0,0.0,4.171108513496086
5.5,117,40,0,0,1.0,0.0,0.0,3.476418464137
5.5,113,40,0,0,1.0,0.0,0.0,3.6630164648955654
5.5,114,40,0,0,1.0,0.0,0.0,3.2939506000797416
5.5,104,29,1,10,0.725,0.025,0.25,5.0584443578959135
5.5,116,40,0,0,1.0,0.0,0.0,2.927839647475806
5.5,121,40,0,0,1.0,0.0,0.0,3.434416202642825
5.5,123,40,0,0,1.0,0.0,0.0,3.023584185901682
5.5,120,40,0,0,1.0,0.0,0.0,3.526213150942641
5.5,119,40,0,0,1.0,0.0,0.0,3.492814072216926
5.5,118,40,0,0,1.0,0.0,0.0,3.0211096509105944
5.5,126,40,0,0,1.0,0.0,0.0,3.3788167217658094
5.5,122,40,0,0,1.0,0.0,0.0,5.116832306906849
5.5,125,40,0,0,1.0,0.0,0.0,3.3721716498772265
5.5,129,40,0,0,1.0,0.0,0.0,5.0561092747167375
5.5,127,40,0,0,1.0,0.0,0.0,4.114123050152868
5.5,128,40,0,0,1.0,0.0,0.0,3.574440782546641
5.5,131,40,0,0,1.0,0.0,0.0,3.3755699929202563
5.5,134,40,0,0,1.0,0.0,0.0,3.094499758718571
5.5,136,40,0,0,1.0,0.0,0.0,3.120098311849815
5.5,135,40,0,0,1.0,0.0,0.0,3.7289320560458363
5.5,132,40,0,0,1.0,0.0,0.0,3.9444717554832645
5.5,133,40,0,0,1.0,0.0,0.0,5.2312408449030166
5.5,130,40,0,0,1.0,0.0,0.0,3.6421699399751417
5.5,124,2,26,12,0.05,0.65,0.3,3.5130376053275194
5.5,137,40,0,0,1.0,0.0,0.0,3.1753068288084467
5.5,138,40,0,0,1.0,0.0,0.0,3.165546948562811
5.5,139,40,0,0,1.0,0.0,0.0,3.925654543183561
5.5,140,40,0,0,1.0,0.0,0.0,3.4950808991308286
5.5,141,40,0,0,1.0,0.0,0.0,3.4654236630397293
5.5,144,40,0,0,1.0,0.0,0.0,3.2865369886754436
5.5,142,40,0,0,1.0,0.0,0.0,3.6163939522314146
5.5,143,40,0,0,1.0,0.0,0.0,3.5089662252690017
5.5,146,40,0,0,1.0,0.0,0.0,3.0770886999638067
5.5,148,40,0,0,1.0,0.0,0.0,3.184486474805454
5.5,145,40,0,0,1.0,0.0,0.0,3.5323128995352833
5.5,147,40,0,0,1.0,0.0,0.0,3.7360641286536564
5.5,150,40,0,0,1.0,0.0,0.0,3.730066381431108
5.5,152,40,0,0,1.0,0.0,0.0,3.0705379453870068
5.5,149,40,0,0,1.0,0.0,0.0,3.386525303638541
5.5,156,40,0,0,1.0,0.0,0.0,3.4335952590227934
5.5,157,40,0,0,1.0,0.0,0.0,3.934784769528376
5.5,155,40,0,0,1.0,0.0,0.0,3.655429409340748
5.5,154,40,0,0,1.0,0.0,0.0,3.526856692524228
5.5,151,10,10,20,0.25,0.25,0.5,3.864162102595576
5.5,159,40,0,0,1.0,0.0,0.0,3.6579263349925797
5.5,162,40,0,0,1.0,0.0,0.0,2.9240855323871195
5.5,153,40,0,0,1.0,0.0,0.0,3.7683277719318573
5.5,161,40,0,0,1.0,0.0,0.0,3.5753159234178398
5.5,164,40,0,0,1.0,0.0,0.0,3.327094642517605
5.5,163,40,0,0,1.0,0.0,0.0,2.710098102638873
5.5,165,40,0,0,1.0,0.0,0.0,3.3611225025393607
5.5,166,40,0,0,1.0,0.0,0.0,3.3282509500296897
5.5,168,40,0,0,1.0,0.0,0.0,3.2569154124373996
5.5,167,40,0,0,1.0,0.0,0.0,4.308635214219291
5.5,173,40,0,0,1.0,0.0,0.0,3.908039980823811
5.5,171,40,0,0,1.0,0.0,0.0,4.136528377069918
5.5,158,5,22,13,0.125,0.55,0.325,2.929383902377977
5.5,170,40,0,0,1.0,0.0,0.0,3.8459867700322596
5.5,172,40,0,0,1.0,0.0,0.0,3.4731171933610354
5.5,176,40,0,0,1.0,0.0,0.0,3.2106132851367533
5.5,160,8,29,3,0.2,0.725,0.075,3.895654824159915
5.5,169,40,0,0,1.0,0.0,0.0,3.8428131457855974
5.5,178,40,0,0,1.0,0.0,0.0,3.37903583362077
5.5,174,40,0,0,1.0,0.0,0.0,3.6502304796218636
5.5,179,40,0,0,1.0,0.0,0.0,3.5303751886678816
5.5,177,40,0,0,1.0,0.0,0.0,3.517891928070121
5.5,185,40,0,0,1.0,0.0,0.0,3.3157853417890273
5.5,183,40,0,0,1.0,0.0,0.0,2.948200442319039
5.5,175,40,0,0,1.0,0.0,0.0,4.428107699798369
5.5,182,40,0,0,1.0,0.0,0.0,3.4572480614623067
5.5,181,40,0,0,1.0,0.0,0.0,3.1797697788275276
5.5,180,40,0,0,1.0,0.0,0.0,2.7302925944159604
5.5,184,40,0,0,1.0,0.0,0.0,3.592220943535851
5.5,186,40,0,0,1.0,0.0,0.0,3.8440957057819873
5.5,187,40,0,0,1.0,0.0,0.0,3.5606428011769973
5.5,193,40,0,0,1.0,0.0,0.0,3.4231896427261064
5.5,192,40,0,0,1.0,0.0,0.0,5.090554952969472
5.5,196,40,0,0,1.0,0.0,0.0,3.390048721610512
5.5,189,40,0,0,1.0,0.0,0.0,3.4896044396530783
5.5,195,40,0,0,1.0,0.0,0.0,3.5879171096126496
5.5,190,40,0,0,1.0,0.0,0.0,3.3433106998679767
5.5,197,40,0,0,1.0,0.0,0.0,3.4482813790953033
5.5,188,15,14,11,0.375,0.35,0.275,3.846544350654964
5.5,198,40,0,0,1.0,0.0,0.0,3.8098009996797786
5.5,194,40,0,0,1.0,0.0,0.0,3.770287506385448
5.5,202,40,0,0,1.0,0.0,0.0,3.699486003747122
5.5,201,40,0,0,1.0,0.0,0.0,3.3812687664475463
5.5,199,40,0,0,1.0,0.0,0.0,4.173051998189502
5.5,206,40,0,0,1.0,0.0,0.0,3.3022023304988197
5.5,204,40,0,0,1.0,0.0,0.0,5.458895856717634
5.5,207,40,0,0,1.0,0.0,0.0,3.8475444243797723
5.5,191,1,15,24,0.025,0.375,0.6,3.471918819508126
5.5,203,40,0,0,1.0,0.0,0.0,3.783762447563592
5.5,200,40,0,0,1.0,0.0,0.0,3.6211408489815966
5.5,208,40,0,0,1.0,0.0,0.0,3.6346265595126384
5.5,205,40,0,0,1.0,0.0,0.0,3.941263384697544
5.5,210,40,0,0,1.0,0.0,0.0,3.524179057880057
5.5,212,40,0,0,1.0,0.0,0.0,3.275741927962001
5.5,215,40,0,0,1.0,0.0,0.0,3.1585404772912264
5.5,217,40,0,0,1.0,0.0,0.0,3.2392561668626243
5.5,211,40,0,0,1.0,0.0,0.0,3.3841602160887994
5.5,213,40,0,0,1.0,0.0,0.0,3.5245873095131457
5.5,209,28,4,8,0.7,0.1,0.2,3.986148269967516
5.5,214,40,0,0,1.0,0.0,0.0,3.804212787139874
5.5,216,40,0,0,1.0,0.0,0.0,3.720798793951461
5.5,218,40,0,0,1.0,0.0,0.0,3.3468129482995232
5.5,220,40,0,0,1.0,0.0,0.0,3.2789840105564236
5.5,219,40,0,0,1.0,0.0,0.0,3.9148325330019604
5.5,221,40,0,0,1.0,0.0,0.0,4.401007765662105
5.5,227,40,0,0,1.0,0.0,0.0,3.7569902212129707
5.5,222,40,0,0,1.0,0.0,0.0,3.816757615595968
5.5,229,40,0,0,1.0,0.0,0.0,3.3481414468126554
5.5,228,40,0,0,1.0,0.0,0.0,3.4231299003389317
5.5,224,40,0,0,1.0,0.0,0.0,3.423903244460898
5.5,223,40,0,0,1.0,0.0,0.0,3.1310311026535538
5.5,226,40,0,0,1.0,0.0,0.0,3.6056517768629464
5.5,231,40,0,0,1.0,0.0,0.0,3.032089779977608
5.5,233,40,0,0,1.0,0.0,0.0,3.3543088740748885
5.5,232,40,0,0,1.0,0.0,0.0,4.077027538074019
5.5,234,40,0,0,1.0,0.0,0.0,3.015946832492704
5.5,239,40,0,0,1.0,0.0,0.0,3.5182754162198933
5.5,236,40,0,0,1.0,0.0,0.0,3.456424232845426
5.5,237,40,0,0,1.0,0.0,0.0,3.305433936600842
5.5,238,40,0,0,1.0,0.0,0.0,3.7917957548596
5.5,241,40,0,0,1.0,0.0,0.0,3.5537645080220406
5.5,225,3,25,12,0.075,0.625,0.3,8.530203020324128
5.5,235,40,0,0,1.0,0.0,0.0,3.532170596761344
5.5,230,12,17,11,0.3,0.425,0.275,4.537628926817281
5.5,242,40,0,0,1.0,0.0,0.0,3.7441018821193253
5.5,243,40,0,0,1.0,0.0,0.0,3.008921134456707
5.5,244,40,0,0,1.0,0.0,0.0,3.6386312598418926
5.5,247,40,0,0,1.0,0.0,0.0,3.645136863981006
5.5,240,40,0,0,1.0,0.0,0.0,3.964678723308135
6.0,0,40,0,0,1.0,0.0,0.0,3.2868163452879235
5.5,248,40,0,0,1.0,0.0,0.0,2.4826414316549523
5.5,249,40,0,0,1.0,0.0,0.0,3.7395312868126673
6.0,2,40,0,0,1.0,0.0,0.0,3.5562075625157106
6.0,1,40,0,0,1.0,0.0,0.0,3.099999851855911
5.5,245,40,0,0,1.0,0.0,0.0,3.465827098807148
5.5,246,2,37,1,0.05,0.925,0.025,3.2659325043779974
6.0,5,40,0,0,1.0,0.0,0.0,3.4134721216513855
6.0,6,40,0,0,1.0,0.0,0.0,3.8023919881573045
6.0,4,40,0,0,1.0,0.0,0.0,3.9572678448915526
6.0,9,40,0,0,1.0,0.0,0.0,4.14805455821415
6.0,8,40,0,0,1.0,0.0,0.0,3.783558295759282
6.0,11,40,0,0,1.0,0.0,0.0,3.137910980103493
6.0,7,40,0,0,1.0,0.0,0.0,3.7492196847108348
6.0,10,40,0,0,1.0,0.0,0.0,3.6967356212963813
6.0,14,40,0,0,1.0,0.0,0.0,3.5117084262986547
6.0,15,40,0,0,1.0,0.0,0.0,3.0213643202948632
6.0,13,40,0,0,1.0,0.0,0.0,2.9837951088958476
6.0,12,40,0,0,1.0,0.0,0.0,5.252061080720148
6.0,16,40,0,0,1.0,0.0,0.0,3.5660724739747804
6.0,3,1,34,5,0.025,0.85,0.125,3.1989165221318845
6.0,18,40,0,0,1.0,0.0,0.0,3.976472090646836
6.0,19,40,0,0,1.0,0.0,0.0,3.5496347261013783
6.0,21,40,0,0,1.0,0.0,0.0,3.51078788493585
6.0,20,40,0,0,1.0,0.0,0.0,3.0889966185193285
6.0,26,40,0,0,1.0,0.0,0.0,3.618110272722519
6.0,23,40,0,0,1.0,0.0,0.0,3.6130467429094772
6.0,25,40,0,0,1.0,0.0,0.0,3.297130452889077
6.0,24,40,0,0,1.0,0.0,0.0,3.6569173284730683
6.0,17,6,11,23,0.15,0.275,0.575,3.5118185420933976
6.0,28,40,0,0,1.0,0.0,0.0,4.369244054458006
6.0,32,40,0,0,1.0,0.0,0.0,3.2960019877277533
6.0,29,40,0,0,1.0,0.0,0.0,3.4009481471968983
6.0,30,40,0,0,1.0,0.0,0.0,3.782656791542337
6.0,27,40,0,0,1.0,0.0,0.0,4.210677134054377
6.0,33,40,0,0,1.0,0.0,0.0,4.356015522317192
6.0,36,40,0,0,1.0,0.0,0.0,2.696304663485807
6.0,35,40,0,0,1.0,0.0,0.0,3.4362689978154224
6.0,22,22,17,1,0.55,0.425,0.025,3.305328394881576
6.0,38,40,0,0,1.0,0.0,0.0,3.6200979509000946
6.0,37,40,0,0,1.0,0.0,0.0,3.664242450227948
6.0,40,40,0,0,1.0,0.0,0.0,3.0621943831904384
6.0,34,40,0,0,1.0,0.0,0.0,3.7663816716769603
6.0,42,40,0,0,1.0,0.0,0.0,2.9260826421486597
6.0,39,40,0,0,1.0,0.0,0.0,3.539616087879599
6.0,31,40,0,0,1.0,0.0,0.0,3.393064001198371
6.0,41,40,0,0,1.0,0.0,0.0,3.388246654300165
6.0,44,40,0,0,1.0,0.0,0.0,2.6880311991050396
6.0,47,40,0,0,1.0,0.0,0.0,4.133969424925382
6.0,43,40,0,0,1.0,0.0,0.0,3.5428191706214633
6.0,49,40,0,0,1.0,0.0,0.0,3.8043623867689584
6.0,48,40,0,0,1.0,0.0,0.0,6.691206968092027
6.0,50,40,0,0,1.0,0.0,0.0,3.270447242288551
6.0,45,40,0,0,1.0,0.0,0.0,3.636587134455555
6.0,46,40,0,0,1.0,0.0,0.0,3.887291885874241
6.0,54,40,0,0,1.0,0.0,0.0,3.042539854684475
6.0,51,40,0,0,1.0,0.0,0.0,3.5623906694079195
6.0,52,40,0,0,1.0,0.0,0.0,3.04109236287434
6.0,60,40,0,0,1.0,0.0,0.0,3.77296307079997
6.0,62,40,0,0,1.0,0.0,0.0,2.9052347448014197
6.0,55,40,0,0,1.0,0.0,0.0,3.91130257432076
6.0,63,40,0,0,1.0,0.0,0.0,3.2951133262722307
6.0,59,40,0,0,1.0,0.0,0.0,3.7816681577297957
6.0,58,40,0,0,1.0,0.0,0.0,3.486756679765024
6.0,57,40,0,0,1.0,0.0,0.0,3.037164112595746
6.0,56,40,0,0,1.0,0.0,0.0,3.9533863555659523
6.0,64,40,0,0,1.0,0.0,0.0,4.047226281626439
6.0,65,40,0,0,1.0,0.0,0.0,3.3976152264014003
6.0,61,40,0,0,1.0,0.0,0.0,3.3114292034267985
6.0,53,7,29,4,0.175,0.725,0.1,3.3826910768908127
6.0,69,40,0,0,1.0,0.0,0.0,3.6406792222860824
6.0,68,40,0,0,1.0,0.0,0.0,3.6652079354000953
6.0,71,40,0,0,1.0,0.0,0.0,3.5424480931174513
6.0,70,40,0,0,1.0,0.0,0.0,3.314416603324075
6.0,72,40,0,0,1.0,0.0,0.0,4.892142893676922
6.0,73,40,0,0,1.0,0.0,0.0,3.238579928377052
6.0,76,40,0,0,1.0,0.0,0.0,3.2635376284072932
6.0,74,40,0,0,1.0,0.0,0.0,3.3650923644155055
6.0,67,36,2,2,0.9,0.05,0.05,3.2552524118593156
6.0,75,40,0,0,1.0,0.0,0.0,3.1796782802865105
6.0,81,40,0,0,1.0,0.0,0.0,3.9862779275478024
6.0,78,40,0,0,1.0,0.0,0.0,3.4383809452508354
6.0,66,1,16,23,0.025,0.4,0.575,3.422076149702927
6.0,79,40,0,0,1.0,0.0,0.0,3.6783497718844713
6.0,84,40,0,0,1.0,0.0,0.0,3.6421767482875445
6.0,77,3,30,7,0.075,0.75,0.175,3.7411536281872926
6.0,87,40,0,0,1.0,0.0,0.0,3.0784852960474116
6.0,86,40,0,0,1.0,0.0,0.0,3.1158529319790333
6.0,88,40,0,0,1.0,0.0,0.0,3.228523648813782
6.0,85,40,0,0,1.0,0.0,0.0,4.216966191030684
6.0,90,40,0,0,1.0,0.0,0.0,3.617417634982661
6.0,92,40,0,0,1.0,0.0,0.0,3.1924261397517815
6.0,91,40,0,0,1.0,0.0,0.0,3.4812014495522634
6.0,89,40,0,0,1.0,0.0,0.0,7.712279735451338
6.0,93,40,0,0,1.0,0.0,0.0,3.4681258396126067
6.0,83,1,37,2,0.025,0.925,0.05,3.6397495753362064
6.0,80,7,13,20,0.175,0.325,0.5,3.370769666705203
6.0,97,40,0,0,1.0,0.0,0.0,3.8186173427051657
6.0,95,40,0,0,1.0,0.0,0.0,3.5562040611431973
6.0,94,40,0,0,1.0,0.0,0.0,3.7551364575493067
6.0,96,40,0,0,1.0,0.0,0.0,3.239828332619789
6.0,82,1,26,13,0.025,0.65,0.325,3.0235121790616533
6.0,98,40,0,0,1.0,0.0,0.0,3.6292645736690203
6.0,100,40,0,0,1.0,0.0,0.0,3.720128421963132
6.0,106,40,0,0,1.0,0.0,0.0,2.961736783281862
6.0,105,40,0,0,1.0,0.0,0.0,3.2160237622515346
6.0,103,40,0,0,1.0,0.0,0.0,3.315332819887695
6.0,109,40,0,0,1.0,0.0,0.0,3.9679351348518437
6.0,108,40,0,0,1.0,0.0,0.0,3.652015374922963
6.0,99,40,0,0,1.0,0.0,0.0,3.806485612796852
6.0,107,40,0,0,1.0,0.0,0.0,3.3884756466872155
6.0,110,40,0,0,1.0,0.0,0.0,5.555847702445528
6.0,111,40,0,0,1.0,0.0,0.0,3.6163062006015947
6.0,116,40,0,0,1.0,0.0,0.0,3.6912677451657414
6.0,119,40,0,0,1.0,0.0,0.0,3.533662429479263
6.0,113,40,0,0,1.0,0.0,0.0,3.328410839446375
6.0,102,4,23,13,0.1,0.575,0.325,3.999147674660859
6.0,101,11,28,1,0.275,0.7,0.025,4.694842771992026
6.0,117,40,0,0,1.0,0.0,0.0,4.168784489174068
6.0,115,40,0,0,1.0,0.0,0.0,3.0308718003700355
6.0,104,2,18,20,0.05,0.45,0.5,3.377477128609597
6.0,118,40,0,0,1.0,0.0,0.0,3.430322688322049
6.0,114,40,0,0,1.0,0.0,0.0,6.3644539097391855
6.0,121,40,0,0,1.0,0.0,0.0,2.964061313022852
6.0,120,40,0,0,1.0,0.0,0.0,4.782362877673103
6.0,122,40,0,0,1.0,0.0,0.0,3.2731808076316016
6.0,127,40,0,0,1.0,0.0,0.0,3.5409491131061683
6.0,123,40,0,0,1.0,0.0,0.0,4.055218150518689
6.0,112,6,10,24,0.15,0.25,0.6,3.1980160242382647
6.0,124,40,0,0,1.0,0.0,0.0,3.707715173018215
6.0,125,40,0,0,1.0,0.0,0.0,3.6000346289255587
6.0,126,40,0,0,1.0,0.0,0.0,3.739921308430018
6.0,128,40,0,0,1.0,0.0,0.0,3.1559414936762047
6.0,129,40,0,0,1.0,0.0,0.0,4.09163841440674
6.0,130,40,0,0,1.0,0.0,0.0,3.8314881927312356
6.0,133,40,0,0,1.0,0.0,0.0,3.903966746571831
6.0,131,40,0,0,1.0,0.0,0.0,3.0559341109215836
6.0,132,40,0,0,1.0,0.0,0.0,3.4783330189827284
6.0,137,40,0,0,1.0,0.0,0.0,3.7156299669093142
6.0,141,40,0,0,1.0,0.0,0.0,3.337718826675946
6.0,134,40,0,0,1.0,0.0,0.0,2.9239442373610953
6.0,138,40,0,0,1.0,0.0,0.0,3.281864767697433
