delta,trial,S_count,I_count,R_count,S_proportion,I_proportion,R_proportion,nnd_before_predator
2.0,163,8,22,10,0.2,0.55,0.25,2.9968231455042593
2.0,165,11,28,1,0.275,0.7,0.025,3.4878157738069633
2.0,170,9,26,5,0.225,0.65,0.125,3.7160763014627975
2.0,167,8,25,7,0.2,0.625,0.175,4.31269658215393
2.0,171,4,27,9,0.1,0.675,0.225,3.750507250955587
2.0,168,9,23,8,0.225,0.575,0.2,3.4966803847689816
2.0,173,9,27,4,0.225,0.675,0.1,3.29747298103347
2.0,176,17,20,3,0.425,0.5,0.075,3.527357132811163
2.0,175,9,28,3,0.225,0.7,0.075,4.157154450242237
2.0,174,5,31,4,0.125,0.775,0.1,3.7129150642151045
2.0,177,10,22,8,0.25,0.55,0.2,3.346415721508362
2.0,182,7,27,6,0.175,0.675,0.15,3.2564018640909667
2.0,179,9,23,8,0.225,0.575,0.2,3.041782494727154
2.0,178,1,34,5,0.025,0.85,0.125,5.271289608830765
2.0,185,12,21,7,0.3,0.525,0.175,3.0725822239348433
2.0,180,4,29,7,0.1,0.725,0.175,4.884649500143557
2.0,183,6,28,6,0.15,0.7,0.15,3.4769300235322205
2.0,181,5,29,6,0.125,0.725,0.15,4.520301188648778
2.0,184,2,35,3,0.05,0.875,0.075,3.742739383307216
2.0,186,14,17,9,0.35,0.425,0.225,3.591899829112664
2.0,188,8,22,10,0.2,0.55,0.25,3.3905835973371135
2.0,187,5,32,3,0.125,0.8,0.075,3.9632818657596216
2.0,189,7,28,5,0.175,0.7,0.125,3.743733633588424
2.0,193,16,18,6,0.4,0.45,0.15,3.8962546800500633
2.0,195,16,21,3,0.4,0.525,0.075,3.2422299838616437
2.0,190,6,26,8,0.15,0.65,0.2,4.147668653937634
2.0,191,3,35,2,0.075,0.875,0.05,3.8160133567611263
2.0,192,12,22,6,0.3,0.55,0.15,3.1177399920618605
2.0,196,10,25,5,0.25,0.625,0.125,3.6444794776101523
2.0,199,8,24,8,0.2,0.6,0.2,3.129375251636639
2.0,198,7,24,9,0.175,0.6,0.225,4.972584206532672
2.0,194,7,25,8,0.175,0.625,0.2,3.606040580451328
2.0,202,7,26,7,0.175,0.65,0.175,3.157453003067423
2.0,205,40,0,0,1.0,0.0,0.0,3.440872534818704
2.0,197,9,26,5,0.225,0.65,0.125,3.252354723136457
2.0,206,40,0,0,1.0,0.0,0.0,3.149510068412975
2.0,203,10,26,4,0.25,0.65,0.1,3.1405338916473537
2.0,200,9,28,3,0.225,0.7,0.075,3.6404527223283196
2.0,209,40,0,0,1.0,0.0,0.0,3.135995409026156
2.0,207,23,12,5,0.575,0.3,0.125,3.2406159897996702
2.0,201,5,25,10,0.125,0.625,0.25,3.941758685726731
2.0,216,40,0,0,1.0,0.0,0.0,3.6523597956950993
2.0,204,9,28,3,0.225,0.7,0.075,4.102546022843191
2.0,208,3,31,6,0.075,0.775,0.15,3.214492741004271
2.0,211,9,25,6,0.225,0.625,0.15,3.897967252114186
2.0,210,4,24,12,0.1,0.6,0.3,3.3247885514682842
2.0,215,3,29,8,0.075,0.725,0.2,3.417926963398009
2.0,212,3,32,5,0.075,0.8,0.125,3.5796977654358315
2.0,213,3,28,9,0.075,0.7,0.225,3.6444099017509273
2.0,220,10,26,4,0.25,0.65,0.1,6.00703873642228
2.0,217,6,26,8,0.15,0.65,0.2,3.3785740033260696
2.0,214,6,28,6,0.15,0.7,0.15,3.1492368549019902
2.0,219,2,29,9,0.05,0.725,0.225,6.112517207932877
2.0,218,7,27,6,0.175,0.675,0.15,3.5820415654863753
2.0,221,5,30,5,0.125,0.75,0.125,4.4458024732323125
2.0,227,7,28,5,0.175,0.7,0.125,3.160096828464137
2.0,222,9,25,6,0.225,0.625,0.15,3.275056645881853
2.0,230,5,30,5,0.125,0.75,0.125,4.360555663079909
2.0,231,5,29,6,0.125,0.725,0.15,3.057590698882306
2.0,224,8,25,7,0.2,0.625,0.175,3.2217326763069325
2.0,226,4,27,9,0.1,0.675,0.225,3.1854355304726676
2.0,225,7,30,3,0.175,0.75,0.075,3.2357978830620966
2.0,223,2,33,5,0.05,0.825,0.125,7.756108340477629
2.0,232,3,23,14,0.075,0.575,0.35,3.258122242713033
2.0,228,7,29,4,0.175,0.725,0.1,3.3728715781993537
2.0,229,5,29,6,0.125,0.725,0.15,3.170706401197454
2.0,233,7,28,5,0.175,0.7,0.125,3.152182457577086
2.0,234,3,28,9,0.075,0.7,0.225,3.9184994028884375
2.0,240,13,23,4,0.325,0.575,0.1,3.6494524002373736
2.0,236,4,28,8,0.1,0.7,0.2,3.733611568710245
2.0,237,3,30,7,0.075,0.75,0.175,3.3240327648896546
2.0,235,7,25,8,0.175,0.625,0.2,3.8091376893354956
2.0,239,4,30,6,0.1,0.75,0.15,3.7704145745219817
2.0,242,7,29,4,0.175,0.725,0.1,3.4894077513137676
2.0,238,2,35,3,0.05,0.875,0.075,3.9922472352362517
2.0,243,5,28,7,0.125,0.7,0.175,3.937450094974485
2.0,241,6,29,5,0.15,0.725,0.125,6.848253146316667
2.0,244,10,24,6,0.25,0.6,0.15,3.181102906522233
2.0,246,4,31,5,0.1,0.775,0.125,2.761308080498862
2.0,245,5,29,6,0.125,0.725,0.15,3.861184861109252
2.5,3,1,32,7,0.025,0.8,0.175,3.254900155991977
2.5,5,2,29,9,0.05,0.725,0.225,3.591830138214231
2.5,0,7,21,12,0.175,0.525,0.3,3.347269405480728
2.0,247,12,21,7,0.3,0.525,0.175,3.144057495309281
2.0,249,9,25,6,0.225,0.625,0.15,4.049539772146462
2.5,1,4,30,6,0.1,0.75,0.15,3.3773054910392135
2.0,248,5,25,10,0.125,0.625,0.25,4.116345711104866
2.5,2,6,30,4,0.15,0.75,0.1,4.162966024678363
2.5,4,3,26,11,0.075,0.65,0.275,3.672086323697659
2.5,6,2,35,3,0.05,0.875,0.075,3.56166668498048
2.5,10,16,14,10,0.4,0.35,0.25,3.8784680339563757
2.5,8,10,18,12,0.25,0.45,0.3,4.687865587915558
2.5,7,12,17,11,0.3,0.425,0.275,3.1199761822009764
2.5,15,5,26,9,0.125,0.65,0.225,3.590555874969521
2.5,13,5,29,6,0.125,0.725,0.15,3.6024619409436296
2.5,11,6,27,7,0.15,0.675,0.175,3.745447411451905
2.5,19,40,0,0,1.0,0.0,0.0,2.9446321749700344
2.5,9,4,29,7,0.1,0.725,0.175,3.6408070547299745
2.5,12,11,23,6,0.275,0.575,0.15,3.3453467275101487
2.5,14,13,19,8,0.325,0.475,0.2,5.289203441447973
2.5,16,8,25,7,0.2,0.625,0.175,3.8910141144779535
2.5,17,8,21,11,0.2,0.525,0.275,3.7499083473874806
2.5,18,5,28,7,0.125,0.7,0.175,3.4810353976036255
2.5,21,15,19,6,0.375,0.475,0.15,3.250095449978032
2.5,24,3,28,9,0.075,0.7,0.225,3.9533187693054144
2.5,20,5,24,11,0.125,0.6,0.275,3.9691692326696097
2.5,23,4,30,6,0.1,0.75,0.15,3.7173314169539666
2.5,33,40,0,0,1.0,0.0,0.0,4.006168311357905
2.5,22,5,22,13,0.125,0.55,0.325,3.839009057510359
2.5,28,5,26,9,0.125,0.65,0.225,2.838319971798822
2.5,31,4,20,16,0.1,0.5,0.4,3.1297703195044067
2.5,25,1,34,5,0.025,0.85,0.125,3.4984187380526457
2.5,29,4,27,9,0.1,0.675,0.225,6.446235220962102
2.5,30,3,26,11,0.075,0.65,0.275,3.744041777371308
2.5,26,11,25,4,0.275,0.625,0.1,3.181666940773118
2.5,27,2,32,6,0.05,0.8,0.15,3.258121914552974
2.5,37,40,0,0,1.0,0.0,0.0,3.131445774183871
2.5,32,6,22,12,0.15,0.55,0.3,3.2990307143196818
2.5,34,6,25,9,0.15,0.625,0.225,3.5263144474519796
2.5,36,12,16,12,0.3,0.4,0.3,3.585807495568629
2.5,35,4,26,10,0.1,0.65,0.25,3.3589489895148406
2.5,39,5,25,10,0.125,0.625,0.25,3.773840140360149
2.5,42,6,23,11,0.15,0.575,0.275,3.7427546503483953
2.5,40,3,27,10,0.075,0.675,0.25,3.7613861281111283
2.5,41,4,26,10,0.1,0.65,0.25,3.215378815158303
2.5,38,9,21,10,0.225,0.525,0.25,3.739185676298078
2.5,49,40,0,0,1.0,0.0,0.0,3.7097192995798607
2.5,44,2,27,11,0.05,0.675,0.275,3.5861717283799424
2.5,55,40,0,0,1.0,0.0,0.0,3.061625117134825
2.5,43,4,26,10,0.1,0.65,0.25,3.88123471540296
2.5,45,7,24,9,0.175,0.6,0.225,3.2028018350548195
2.5,47,3,28,9,0.075,0.7,0.225,3.5109407845050766
2.5,46,6,24,10,0.15,0.6,0.25,3.5796666392818084
2.5,51,14,19,7,0.35,0.475,0.175,3.489086539081434
2.5,50,3,26,11,0.075,0.65,0.275,3.37982980552579
2.5,48,9,24,7,0.225,0.6,0.175,4.041816435128316
2.5,53,8,18,14,0.2,0.45,0.35,3.6462465540598474
2.5,52,5,26,9,0.125,0.65,0.225,3.2796666957844645
2.5,54,1,28,11,0.025,0.7,0.275,3.430918675663277
2.5,63,40,0,0,1.0,0.0,0.0,3.137364934927358
2.5,56,5,30,5,0.125,0.75,0.125,3.860658220776012
2.5,59,14,17,9,0.35,0.425,0.225,3.8240985591073753
2.5,57,6,26,8,0.15,0.65,0.2,3.5344049193677534
2.5,58,1,29,10,0.025,0.725,0.25,3.5153277160306056
2.5,61,9,24,7,0.225,0.6,0.175,3.5472700672337263
2.5,60,4,26,10,0.1,0.65,0.25,2.985307576624236
2.5,66,4,27,9,0.1,0.675,0.225,3.434096328300858
2.5,62,5,31,4,0.125,0.775,0.1,3.950429349878037
2.5,64,1,26,13,0.025,0.65,0.325,3.118847376981301
2.5,71,40,0,0,1.0,0.0,0.0,5.078640161424643
2.5,72,40,0,0,1.0,0.0,0.0,3.1385766490970193
2.5,67,9,24,7,0.225,0.6,0.175,2.9993232386954305
2.5,76,40,0,0,1.0,0.0,0.0,2.9003891245033584
2.5,65,4,25,11,0.1,0.625,0.275,3.921738374915236
2.5,68,3,30,7,0.075,0.75,0.175,3.5675706590769147
2.5,69,8,21,11,0.2,0.525,0.275,3.9397234385501796
2.5,75,6,24,10,0.15,0.6,0.25,3.7018879457638647
2.5,79,40,0,0,1.0,0.0,0.0,3.5879773442827014
2.5,70,8,23,9,0.2,0.575,0.225,3.5747987770149097
2.5,73,1,31,8,0.025,0.775,0.2,2.7334283356543945
2.5,74,4,25,11,0.1,0.625,0.275,3.833129664799457
2.5,82,40,0,0,1.0,0.0,0.0,5.490115782787721
2.5,77,5,24,11,0.125,0.6,0.275,3.8527962932090807
2.5,84,40,0,0,1.0,0.0,0.0,3.541216939935933
2.5,78,8,30,2,0.2,0.75,0.05,3.466831601963038
2.5,80,3,29,8,0.075,0.725,0.2,3.857197892194074
2.5,81,2,27,11,0.05,0.675,0.275,3.33714873319269
2.5,86,6,24,10,0.15,0.6,0.25,3.604386274595393
2.5,87,4,26,10,0.1,0.65,0.25,3.1343056677828414
2.5,83,2,22,16,0.05,0.55,0.4,4.991910778833858
2.5,85,9,22,9,0.225,0.55,0.225,3.4119068020930583
2.5,88,10,21,9,0.25,0.525,0.225,3.817310843078002
2.5,89,7,27,6,0.175,0.675,0.15,2.334613210493282
2.5,90,7,27,6,0.175,0.675,0.15,3.6974875526090756
2.5,97,19,17,4,0.475,0.425,0.1,3.5980505861010927
2.5,91,6,24,10,0.15,0.6,0.25,3.7371501634350843
2.5,92,4,27,9,0.1,0.675,0.225,3.5065589743619596
2.5,94,7,21,12,0.175,0.525,0.3,3.827803151523706
2.5,93,9,23,8,0.225,0.575,0.2,3.3111527825528753
2.5,95,4,27,9,0.1,0.675,0.225,4.055439271521998
2.5,96,2,22,16,0.05,0.55,0.4,3.4672436762014343
2.5,98,12,23,5,0.3,0.575,0.125,3.8665443749308657
2.5,99,5,26,9,0.125,0.65,0.225,2.9795646522929102
2.5,100,7,27,6,0.175,0.675,0.15,3.9768549244261613
2.5,105,10,23,7,0.25,0.575,0.175,3.144839500942111
2.5,111,40,0,0,1.0,0.0,0.0,3.3768990340318963
2.5,110,32,8,0,0.8,0.2,0.0,3.1587918122730874
2.5,101,6,26,8,0.15,0.65,0.2,3.7738165981212086
2.5,102,5,23,12,0.125,0.575,0.3,3.4498963847430604
2.5,108,9,23,8,0.225,0.575,0.2,3.2394382782365367
2.5,106,11,20,9,0.275,0.5,0.225,3.107441533995885
2.5,103,6,27,7,0.15,0.675,0.175,3.883093113092458
2.5,114,35,4,1,0.875,0.1,0.025,3.35283238632804
2.5,104,6,24,10,0.15,0.6,0.25,7.573183861180697
2.5,117,40,0,0,1.0,0.0,0.0,3.291141159990171
2.5,107,3,36,1,0.075,0.9,0.025,4.2452499028498085
2.5,112,10,23,7,0.25,0.575,0.175,3.4320842447770787
2.5,109,1,30,9,0.025,0.75,0.225,3.0974876829022566
2.5,115,7,24,9,0.175,0.6,0.225,3.8280007219180474
2.5,113,4,28,8,0.1,0.7,0.2,3.942696150039125
2.5,116,6,28,6,0.15,0.7,0.15,3.06312770105745
2.5,119,8,28,4,0.2,0.7,0.1,3.3461528677326293
2.5,124,10,26,4,0.25,0.65,0.1,3.045213021051358
2.5,123,11,25,4,0.275,0.625,0.1,3.3390099008342644
2.5,118,11,23,6,0.275,0.575,0.15,3.601306197162535
2.5,125,24,15,1,0.6,0.375,0.025,5.592395944266642
2.5,121,6,21,13,0.15,0.525,0.325,3.2219496099143248
2.5,120,4,30,6,0.1,0.75,0.15,2.9155443297105195
2.5,122,10,21,9,0.25,0.525,0.225,3.388533323809681
2.5,128,3,28,9,0.075,0.7,0.225,3.492456000513601
2.5,126,7,26,7,0.175,0.65,0.175,6.894318358556052
2.5,130,11,20,9,0.275,0.5,0.225,3.818607044480705
2.5,127,16,18,6,0.4,0.45,0.15,3.30030291223283
2.5,129,11,22,7,0.275,0.55,0.175,3.5559337215288425
2.5,139,40,0,0,1.0,0.0,0.0,3.488696570858856
2.5,132,4,29,7,0.1,0.725,0.175,3.4036487910182336
2.5,137,7,26,7,0.175,0.65,0.175,4.120676090124287
2.5,134,6,30,4,0.15,0.75,0.1,3.2191700253032716
2.5,131,4,25,11,0.1,0.625,0.275,3.614186200941506
2.5,135,5,23,12,0.125,0.575,0.3,5.898970372645718
2.5,133,3,30,7,0.075,0.75,0.175,3.183254651980346
2.5,138,17,20,3,0.425,0.5,0.075,3.2019895261823863
2.5,144,40,0,0,1.0,0.0,0.0,3.6925074793104975
2.5,136,3,31,6,0.075,0.775,0.15,3.9681403490790244
2.5,143,24,11,5,0.6,0.275,0.125,3.5152661533071283
2.5,142,11,15,14,0.275,0.375,0.35,3.88310679824579
2.5,140,5,28,7,0.125,0.7,0.175,2.9478304376408504
2.5,146,7,28,5,0.175,0.7,0.125,3.500441810056704
2.5,141,6,25,9,0.15,0.625,0.225,3.8016795784413917
2.5,145,7,24,9,0.175,0.6,0.225,3.6132078493675452
2.5,149,11,24,5,0.275,0.6,0.125,3.7099899305400923
2.5,150,5,25,10,0.125,0.625,0.25,3.4728036909524036
2.5,148,3,27,10,0.075,0.675,0.25,3.700289372236205
2.5,147,7,31,2,0.175,0.775,0.05,3.515034523609205
2.5,152,7,23,10,0.175,0.575,0.25,3.763312883531821
2.5,151,2,26,12,0.05,0.65,0.3,3.7654110223310924
2.5,160,24,12,4,0.6,0.3,0.1,3.000237036712789
2.5,154,6,27,7,0.15,0.675,0.175,3.5471929585701703
2.5,153,15,23,2,0.375,0.575,0.05,3.6682626149958137
2.5,156,4,27,9,0.1,0.675,0.225,3.091168706831038
2.5,157,3,29,8,0.075,0.725,0.2,3.7586436882000642
2.5,155,4,24,12,0.1,0.6,0.3,4.199698871471851
2.5,166,40,0,0,1.0,0.0,0.0,2.814584084395635
2.5,159,2,23,15,0.05,0.575,0.375,4.304677017652061
2.5,161,9,22,9,0.225,0.55,0.225,3.3851112101663867
2.5,158,9,22,9,0.225,0.55,0.225,3.128353578215459
2.5,163,6,17,17,0.15,0.425,0.425,3.4856397787101114
2.5,162,8,28,4,0.2,0.7,0.1,3.257474409880809
2.5,164,8,21,11,0.2,0.525,0.275,5.408314295851537
2.5,171,40,0,0,1.0,0.0,0.0,4.980815677952469
2.5,167,8,25,7,0.2,0.625,0.175,3.4245895258843193
2.5,165,10,26,4,0.25,0.65,0.1,3.7576073085304484
2.5,169,8,28,4,0.2,0.7,0.1,5.147321752131525
2.5,177,40,0,0,1.0,0.0,0.0,3.575324806096191
2.5,178,40,0,0,1.0,0.0,0.0,3.2869210246472655
2.5,173,8,23,9,0.2,0.575,0.225,4.159315539495307
2.5,168,6,30,4,0.15,0.75,0.1,5.441104038726861
2.5,170,9,25,6,0.225,0.625,0.15,4.512901024610604
2.5,172,3,30,7,0.075,0.75,0.175,4.312624788777612
2.5,174,4,31,5,0.1,0.775,0.125,2.8458902235864434
2.5,175,3,32,5,0.075,0.8,0.125,4.208669414413062
2.5,179,10,22,8,0.25,0.55,0.2,3.4629466208676334
2.5,185,40,0,0,1.0,0.0,0.0,3.6138619782849988
2.5,176,3,33,4,0.075,0.825,0.1,3.3826710448158175
2.5,189,40,0,0,1.0,0.0,0.0,3.8752246049065997
2.5,182,8,27,5,0.2,0.675,0.125,3.523080749386499
2.5,181,6,25,9,0.15,0.625,0.225,4.120809036721814
2.5,180,2,32,6,0.05,0.8,0.15,2.8626366369416965
2.5,192,40,0,0,1.0,0.0,0.0,3.274259264440184
2.5,183,8,21,11,0.2,0.525,0.275,3.1604426071279716
2.5,184,3,21,16,0.075,0.525,0.4,3.687220049033781
2.5,188,11,20,9,0.275,0.5,0.225,3.715781519181296
2.5,186,5,21,14,0.125,0.525,0.35,3.5240988209673083
2.5,195,40,0,0,1.0,0.0,0.0,3.267806295181457
2.5,193,28,10,2,0.7,0.25,0.05,3.1809238711820726
2.5,199,40,0,0,1.0,0.0,0.0,3.0514534540020337
2.5,187,8,18,14,0.2,0.45,0.35,3.987431150915141
2.5,191,4,21,15,0.1,0.525,0.375,5.139123787429144
2.5,190,5,28,7,0.125,0.7,0.175,6.589974161324508
2.5,198,11,21,8,0.275,0.525,0.2,3.471965708320011
2.5,194,7,20,13,0.175,0.5,0.325,3.3574424104437752
2.5,196,0,35,5,0.0,0.875,0.125,3.5011607758535646
2.5,200,8,26,6,0.2,0.65,0.15,3.3703218522548033
2.5,197,8,20,12,0.2,0.5,0.3,3.867949009619481
2.5,202,7,23,10,0.175,0.575,0.25,4.4573242900247205
2.5,207,25,12,3,0.625,0.3,0.075,3.5432770555495425
2.5,201,2,24,14,0.05,0.6,0.35,3.3993365893949585
2.5,203,3,30,7,0.075,0.75,0.175,3.58882508877631
2.5,206,5,29,6,0.125,0.725,0.15,4.145313666342205
2.5,204,8,24,8,0.2,0.6,0.2,5.2388819606913115
2.5,205,10,23,7,0.25,0.575,0.175,3.939021650292961
2.5,215,40,0,0,1.0,0.0,0.0,3.5366207578359323
2.5,210,4,25,11,0.1,0.625,0.275,3.3391664022613297
2.5,211,3,25,12,0.075,0.625,0.3,3.127335115309241
2.5,209,8,25,7,0.2,0.625,0.175,3.6330892717910146
2.5,212,13,16,11,0.325,0.4,0.275,3.3264930536307546
2.5,208,8,27,5,0.2,0.675,0.125,2.77582337886874
2.5,213,6,23,11,0.15,0.575,0.275,3.1316116998909083
2.5,214,10,22,8,0.25,0.55,0.2,3.3418676383732384
2.5,224,40,0,0,1.0,0.0,0.0,3.4144313000345066
2.5,216,9,24,7,0.225,0.6,0.175,4.170599386842311
2.5,218,10,22,8,0.25,0.55,0.2,3.735074879434196
2.5,225,36,3,1,0.9,0.075,0.025,3.8570322934771197
2.5,220,9,24,7,0.225,0.6,0.175,3.6882114960794277
2.5,217,6,25,9,0.15,0.625,0.225,3.90592652602961
2.5,231,40,0,0,1.0,0.0,0.0,3.481454314993722
2.5,223,7,25,8,0.175,0.625,0.2,3.1182156031758517
2.5,221,5,30,5,0.125,0.75,0.125,3.6989574076530345
2.5,219,4,28,8,0.1,0.7,0.2,3.614517451122129
2.5,222,4,30,6,0.1,0.75,0.15,3.875312680580913
2.5,235,40,0,0,1.0,0.0,0.0,3.0616794200954396
2.5,232,3,21,16,0.075,0.525,0.4,3.107280607129077
2.5,236,40,0,0,1.0,0.0,0.0,2.980608997480909
2.5,227,4,27,9,0.1,0.675,0.225,4.106672494857683
2.5,233,25,12,3,0.625,0.3,0.075,3.2640401628801206
2.5,226,4,27,9,0.1,0.675,0.225,6.45631041345334
2.5,228,4,24,12,0.1,0.6,0.3,3.855364152856106
2.5,229,8,25,7,0.2,0.625,0.175,3.5135383906905373
2.5,238,23,13,4,0.575,0.325,0.1,3.2225243810424913
2.5,230,12,19,9,0.3,0.475,0.225,3.6813764722616185
2.5,245,40,0,0,1.0,0.0,0.0,3.1846790971550023
2.5,242,25,13,2,0.625,0.325,0.05,4.964765587477965
2.5,234,4,28,8,0.1,0.7,0.2,2.536433145978596
2.5,247,40,0,0,1.0,0.0,0.0,4.907709927960124
2.5,239,7,26,7,0.175,0.65,0.175,3.811125985370675
2.5,237,6,25,9,0.15,0.625,0.225,3.5586503802757363
2.5,240,7,20,13,0.175,0.5,0.325,3.7757098097017776
2.5,244,12,22,6,0.3,0.55,0.15,3.8235653022164646
2.5,241,2,31,7,0.05,0.775,0.175,3.570745653083222
2.5,248,7,23,10,0.175,0.575,0.25,3.7333977374197196
2.5,243,5,34,1,0.125,0.85,0.025,3.4894910667896744
3.0,1,8,24,8,0.2,0.6,0.2,3.6790987944710367
2.5,246,6,21,13,0.15,0.525,0.325,3.542219155697496
3.0,0,1,30,9,0.025,0.75,0.225,3.06904001196519
2.5,249,10,24,6,0.25,0.6,0.15,3.1603970679597433
3.0,4,8,23,9,0.2,0.575,0.225,4.13519055976314
3.0,3,11,18,11,0.275,0.45,0.275,4.123344339515258
3.0,2,2,31,7,0.05,0.775,0.175,3.5087307940737995
3.0,6,19,14,7,0.475,0.35,0.175,3.618023297511532
3.0,5,10,25,5,0.25,0.625,0.125,3.3959077111873084
3.0,7,7,30,3,0.175,0.75,0.075,3.5649456342879065
3.0,12,40,0,0,1.0,0.0,0.0,3.296472969894866
3.0,8,5,31,4,0.125,0.775,0.1,3.6314035971321337
3.0,11,9,22,9,0.225,0.55,0.225,4.795716184802304
3.0,10,10,27,3,0.25,0.675,0.075,2.998022660946499
3.0,13,8,24,8,0.2,0.6,0.2,3.0469401426231424
3.0,9,10,17,13,0.25,0.425,0.325,3.573638832351514
3.0,18,23,17,0,0.575,0.425,0.0,3.051489171236695
3.0,15,5,26,9,0.125,0.65,0.225,3.7618373462129853
3.0,14,8,25,7,0.2,0.625,0.175,3.62083127265291
3.0,16,7,25,8,0.175,0.625,0.2,5.337980843936343
3.0,17,8,20,12,0.2,0.5,0.3,3.751423673095715
3.0,19,6,25,9,0.15,0.625,0.225,3.657802567336811
3.0,23,9,18,13,0.225,0.45,0.325,3.0889143188520176
3.0,22,8,24,8,0.2,0.6,0.2,3.0457436326855003
3.0,21,3,29,8,0.075,0.725,0.2,3.660860705982377
3.0,20,4,29,7,0.1,0.725,0.175,3.3930131069952183
3.0,30,40,0,0,1.0,0.0,0.0,3.334555599270846
3.0,24,5,19,16,0.125,0.475,0.4,3.5233796390601833
3.0,27,2,35,3,0.05,0.875,0.075,3.3050952318865354
3.0,32,40,0,0,1.0,0.0,0.0,3.364078468382206
3.0,28,14,21,5,0.35,0.525,0.125,3.7603264557657994
3.0,25,4,32,4,0.1,0.8,0.1,3.6897528835894002
3.0,35,40,0,0,1.0,0.0,0.0,3.5656582173471327
3.0,26,2,25,13,0.05,0.625,0.325,3.423975960674626
3.0,31,5,19,16,0.125,0.475,0.4,3.3497680477209206
3.0,42,40,0,0,1.0,0.0,0.0,3.658269517591789
3.0,40,40,0,0,1.0,0.0,0.0,6.196107586053565
3.0,29,4,24,12,0.1,0.6,0.3,3.316571087951202
3.0,34,10,20,10,0.25,0.5,0.25,3.4444649235316143
3.0,33,2,32,6,0.05,0.8,0.15,2.79323887695987
3.0,37,17,18,5,0.425,0.45,0.125,3.514928907058588
3.0,38,8,26,6,0.2,0.65,0.15,3.532958295763541
3.0,39,7,22,11,0.175,0.55,0.275,3.389374531709412
3.0,36,7,23,10,0.175,0.575,0.25,3.863780610290533
3.0,45,21,17,2,0.525,0.425,0.05,4.028434847293047
3.0,41,5,30,5,0.125,0.75,0.125,3.3742484511339823
3.0,43,11,24,5,0.275,0.6,0.125,3.1344517610633487
3.0,48,22,12,6,0.55,0.3,0.15,4.739834599292138
3.0,47,5,27,8,0.125,0.675,0.2,3.8406820364599206
3.0,44,2,31,7,0.05,0.775,0.175,3.1342061694023453
3.0,52,8,26,6,0.2,0.65,0.15,3.4128336644944675
3.0,46,2,29,9,0.05,0.725,0.225,3.5786568629886615
3.0,49,3,29,8,0.075,0.725,0.2,3.592242781043989
3.0,50,9,23,8,0.225,0.575,0.2,3.30405793579654
3.0,55,12,21,7,0.3,0.525,0.175,3.321559547775883
3.0,51,5,30,5,0.125,0.75,0.125,6.181218143802895
3.0,53,8,22,10,0.2,0.55,0.25,3.161636947105081
3.0,59,22,18,0,0.55,0.45,0.0,3.620471200611617
3.0,56,6,20,14,0.15,0.5,0.35,3.635399582152104
3.0,54,7,22,11,0.175,0.55,0.275,3.6823701311663206
3.0,58,5,24,11,0.125,0.6,0.275,3.2219330749755697
3.0,69,40,0,0,1.0,0.0,0.0,3.1158725989090224
3.0,60,8,23,9,0.2,0.575,0.225,3.4606320840210607
3.0,57,4,29,7,0.1,0.725,0.175,3.4775580931215635
3.0,61,9,21,10,0.225,0.525,0.25,3.0030777810173364
3.0,67,3,27,10,0.075,0.675,0.25,3.285107826872095
3.0,66,8,20,12,0.2,0.5,0.3,3.839012083999878
3.0,63,3,32,5,0.075,0.8,0.125,3.396190649921897
3.0,64,2,29,9,0.05,0.725,0.225,3.4576218559162406
3.0,68,15,16,9,0.375,0.4,0.225,3.9485866265251857
3.0,65,2,31,7,0.05,0.775,0.175,3.9703575576480383
3.0,62,11,23,6,0.275,0.575,0.15,3.3410947912434956
3.0,74,40,0,0,1.0,0.0,0.0,4.3906147575422025
3.0,71,5,28,7,0.125,0.7,0.175,3.2574046797556435
3.0,72,14,18,8,0.35,0.45,0.2,3.8750617745409066
3.0,76,10,16,14,0.25,0.4,0.35,2.982463950236349
3.0,70,7,18,15,0.175,0.45,0.375,3.7967474964490764
3.0,73,3,28,9,0.075,0.7,0.225,3.4673012090006026
3.0,77,4,28,8,0.1,0.7,0.2,4.19018369847457
3.0,79,4,26,10,0.1,0.65,0.25,3.6451539028312796
3.0,80,15,16,9,0.375,0.4,0.225,3.073092546305098
3.0,75,4,31,5,0.1,0.775,0.125,3.90241486951174
3.0,87,40,0,0,1.0,0.0,0.0,2.8648556867536157
3.0,83,18,19,3,0.45,0.475,0.075,4.124516572300981
3.0,78,7,27,6,0.175,0.675,0.15,3.3816609716877863
3.0,85,4,29,7,0.1,0.725,0.175,3.3819531174134
3.0,81,3,29,8,0.075,0.725,0.2,3.866777050931303
3.0,82,4,26,10,0.1,0.65,0.25,4.102809621428361
3.0,91,23,16,1,0.575,0.4,0.025,4.487501998945992
3.0,84,2,32,6,0.05,0.8,0.15,3.739407000464844
3.0,90,19,20,1,0.475,0.5,0.025,3.8894389908012292
3.0,88,7,17,16,0.175,0.425,0.4,3.4264593848416096
3.0,95,40,0,0,1.0,0.0,0.0,3.1981595465302712
3.0,86,9,20,11,0.225,0.5,0.275,5.09702708072159
3.0,97,31,5,4,0.775,0.125,0.1,3.731990708667664
3.0,89,2,31,7,0.05,0.775,0.175,3.8897234083335994
3.0,102,40,0,0,1.0,0.0,0.0,3.8131624337077015
3.0,99,24,13,3,0.6,0.325,0.075,3.179335338961637
