"Trial","Event_raw","Event_trial","Response","Resp_Int","Initiator","Log_Init","When","Class","Dist_metric","Log_dist_metric","Dist_topological","Ang_area","Rank_area","Loom","Log_loom","Ang_pos","Heading"
"may-g3",165,45,0,28.62153389,219.7300348,2.341889424,"After","Schreck",20.55741136,1.312968426,18,0.009424778,23,0,-1000,2.512895454,0.264222764
"may-g3",165,45,0,23.89745247,219.7300348,2.341889424,"After","Schreck",29.41807753,1.468614288,30,0,24,0,-1000,1.66620554,0.592613101
"may-g3",165,45,0,12.12543073,219.7300348,2.341889424,"After","Schreck",15.53217398,1.191232247,13,0.320442451,10,0.078539816,-1.104910119,2.232537434,0.492653831
"may-g3",165,45,0,25.10681955,219.7300348,2.341889424,"After","Schreck",22.14356974,1.345247634,21,0,26,0,-1000,1.024567663,0.685670221
"may-g3",165,45,0,18.59353162,219.7300348,2.341889424,"After","Schreck",12.61512545,1.100891574,8,0.348716785,7,0.097389372,-1.011488433,0.448251325,1.0629409
"may-g3",165,45,0,31.06506953,219.7300348,2.341889424,"After","Schreck",36.25599952,1.559379882,38,0,21,0,-1000,1.586184397,1.03177532
"may-g3",165,45,0,8.224373839,219.7300348,2.341889424,"After","Schreck",15.13581917,1.180005931,12,0.018849556,29,0.065973446,-1.180630833,1.781617995,1.017490685
"may-g3",165,45,0,14.38335529,219.7300348,2.341889424,"After","Schreck",31.79013107,1.502292318,34,0.097389372,11,0.034557519,-1.461457442,2.294205106,0.086962619
"may-g3",165,45,0,15.06210265,219.7300348,2.341889424,"After","Schreck",32.90215994,1.517224409,35,0,23,0,-1000,2.094384087,0.194070541
"may-g3",165,45,0,8.535659019,219.7300348,2.341889424,"After","Schreck",25.34320484,1.403861534,26,0.223053078,9,0.031415927,-1.502850127,2.131257054,0.221162533
"may-g3",165,45,0,23.09988344,219.7300348,2.341889424,"After","Schreck",10.93194715,1.038697524,5,0.113097336,8,0.144513262,-0.840092296,3.090654635,0.483943741
"may-g3",165,45,0,7.732035888,219.7300348,2.341889424,"After","Schreck",18.6078225,1.269695555,15,0.028274334,30,0,-1000,1.406532646,0.776397168
"may-g3",165,45,0,23.8858953,219.7300348,2.341889424,"After","Schreck",33.09317564,1.519738444,36,0.018849556,25,0.018849556,-1.724698877,1.873190175,0.973720105
"may-g3",165,45,0,11.1019844,219.7300348,2.341889424,"After","Schreck",26.17802249,1.417936836,27,0.009424778,24,0.003141593,-2.502850127,1.603592995,0.558903662
"may-g3",165,45,0,11.9298526,219.7300348,2.341889424,"After","Schreck",23.7266466,1.375236362,23,0,22,0,-1000,0.732303464,1.068758183
"may-g3",165,45,0,11.52809723,219.7300348,2.341889424,"After","Schreck",22.94116549,1.360615478,22,0.138230077,19,0.003141593,-2.502850127,1.257330962,0.434993288
"may-g3",165,45,0,11.13535934,219.7300348,2.341889424,"After","Schreck",31.05540688,1.492137224,32,0,20,0,-1000,1.570979469,0.514359929
"may-g3",165,45,0,8.354561374,219.7300348,2.341889424,"After","Schreck",23.89645154,1.378333416,24,0.125663706,17,0.003141593,-2.502850127,1.725120728,0.634287594
"may-g3",165,45,0,11.28917665,219.7300348,2.341889424,"After","Schreck",7.89128046,0.897147479,2,0.75712383,3,0.15393804,-0.812654047,1.8429292,0.472276136
"may-g3",165,45,0,40.23185787,219.7300348,2.341889424,"After","Schreck",9.950231212,0.997833173,4,0.223053078,9,0.043982297,-1.356722092,2.816396937,0.205146898
"may-g3",165,45,0,35.29227848,219.7300348,2.341889424,"After","Schreck",27.0490533,1.43215207,28,0,26,0,-1000,1.18657224,0.713815109
"may-g3",165,45,0,36.61688742,219.7300348,2.341889424,"After","Schreck",13.5623809,1.132335937,9,0.125663706,10,0.103672558,-0.984336187,0.124456708,0.057479833
"may-g3",165,45,0,17.03054562,219.7300348,2.341889424,"After","Schreck",29.30732231,1.466976141,29,0,28,0.122522113,-0.91178552,1.319478379,0.630545113
"may-g3",165,45,0,9.270663908,219.7300348,2.341889424,"After","Schreck",12.19939319,1.086338229,6,0.452389342,8,0,-1000,1.554982916,0.781583069
"may-g3",165,45,0,16.53493128,219.7300348,2.341889424,"After","Schreck",31.29804376,1.495517193,33,0,18,0.003141593,-2.502850127,1.361201899,0.907128694
"may-g3",165,45,0,8.566390042,219.7300348,2.341889424,"After","Schreck",19.66748992,1.293748936,16,0.122522113,19,0,-1000,1.149182959,0.87403365
"may-g3",165,45,0,88.78644821,219.7300348,2.341889424,"After","Schreck",13.86596908,1.141950227,11,0.028274334,19,0.040840704,-1.388906775,0.26385707,0.154839281
"may-g3",165,45,0,7.438443434,219.7300348,2.341889424,"After","Schreck",24.95066851,1.397082186,25,0.084823002,20,0,-1000,1.935516635,0.912824019
"may-g3",165,45,0,34.22245767,219.7300348,2.341889424,"After","Schreck",38.75687689,1.588348773,39,0,22,0.028274334,-1.548607618,1.66837558,0.225062626
"may-g3",165,45,0,17.37555874,219.7300348,2.341889424,"After","Schreck",29.87340641,1.475284747,31,0,20,0,-1000,1.507283839,0.409109031
"may-g3",165,45,0,40.25144335,219.7300348,2.341889424,"After","Schreck",34.10495769,1.532817515,37,0,18,0,-1000,1.460170169,0.665641913
"may-g3",165,45,0,12.91556529,219.7300348,2.341889424,"After","Schreck",17.17707756,1.234949277,14,0.05969026,24,0,-1000,0.754182206,0.664098755
"may-g3",165,45,0,39.58273522,219.7300348,2.341889424,"After","Schreck",9.361265137,0.971334546,3,0.380132711,4,0.028274334,-1.548607618,0.231366676,0.592502996
"may-g3",166,46,0,5.609943083,148.0606819,2.170439745,"After","Schreck",14.90523406,1.1733388,26,0.135088484,14,0.028274334,-1.548607618,2.851838797,1.49818223
"may-g3",166,46,0,13.85156068,148.0606819,2.170439745,"After","Schreck",20.35410693,1.308652052,35,0.223053078,7,0.028274334,-1.548607618,1.140474371,1.544650762
"may-g3",166,46,0,9.320033332,148.0606819,2.170439745,"After","Schreck",8.11135426,0.909093369,9,0.245044227,12,0.065973446,-1.180630833,2.873308582,1.160607182
"may-g3",166,46,0,12.49451303,148.0606819,2.170439745,"After","Schreck",15.46809405,1.189436804,27,0,25,0.081681409,-1.087876779,2.511884806,1.342400746
"may-g3",166,46,0,56.12735874,148.0606819,2.170439745,"After","Schreck",9.933997251,0.997124035,15,0,24,0.257610598,-0.589036275,2.335174191,2.436772327
"may-g3",166,46,0,3.649835143,148.0606819,2.170439745,"After","Schreck",11.18796413,1.048751065,17,0,19,0.122522113,-0.91178552,1.692832333,1.381786448
"may-g3",166,46,0,7.530710565,148.0606819,2.170439745,"After","Schreck",17.49915947,1.243017189,32,0,16,0,-1000,2.759778897,1.736204932
"may-g3",166,46,0,4.893107117,148.0606819,2.170439745,"After","Schreck",9.194860643,0.963545151,13,0.254469005,12,0.078539816,-1.104910119,2.283142044,0.760115674
"may-g3",166,46,0,7.049733178,148.0606819,2.170439745,"After","Schreck",13.06191315,1.116006792,22,0,25,0.028274334,-1.548607618,0.003886652,1.609495263
"may-g3",166,46,0,29.55424526,148.0606819,2.170439745,"After","Schreck",12.97084157,1.112968155,19,0.229336264,11,0.075398224,-1.122638886,1.085575329,0.525211134
"may-g3",166,46,0,31.26273356,148.0606819,2.170439745,"After","Schreck",14.86277579,1.172099926,25,0.028274334,17,0.109955743,-0.958782083,1.799183164,1.863827861
"may-g3",166,46,0,44.72845518,148.0606819,2.170439745,"After","Schreck",8.50633322,0.929742391,11,0.163362818,11,0.087964594,-1.055692096,1.582916077,0.670334005
"may-g3",166,46,0,8.945335386,148.0606819,2.170439745,"After","Schreck",5.798626491,0.763325135,4,0.141371669,22,0.320442451,-0.494249956,2.160506113,1.711012147
"may-g3",166,46,0,22.77381591,148.0606819,2.170439745,"After","Schreck",18.84693246,1.275240674,33,0,23,0,-1000,2.31178074,1.731769458
"may-g3",166,46,0,5.66004082,148.0606819,2.170439745,"After","Schreck",16.20057986,1.209530559,30,0.229336264,10,0.021991149,-1.657752087,2.232569643,1.436703553
"may-g3",166,46,0,8.036034502,148.0606819,2.170439745,"After","Schreck",13.45446698,1.128866497,23,0,34,0.056548668,-1.247577622,2.546226942,1.531807627
"may-g3",166,46,0,14.71036073,148.0606819,2.170439745,"After","Schreck",22.51301962,1.35243375,37,0,19,0.040840704,-1.388906775,2.798028415,1.670406336
"may-g3",166,46,0,8.217415558,148.0606819,2.170439745,"After","Schreck",5.818784996,0.76483231,5,0.879645943,2,0.194778745,-0.710458438,1.600406108,1.251345435
"may-g3",166,46,0,10.78056678,148.0606819,2.170439745,"After","Schreck",12.97796661,1.113206653,20,0.358141563,5,0.062831853,-1.201820132,1.988624639,0.728994905
"may-g3",166,46,0,9.030694018,148.0606819,2.170439745,"After","Schreck",19.19657083,1.283223656,34,0.2136283,5,0.232477856,-0.633618408,0.947399173,1.521958433
"may-g3",166,46,0,8.549372416,148.0606819,2.170439745,"After","Schreck",8.391537439,0.923841537,10,0.527787566,5,0.028274334,-1.548607618,0.967203266,1.011390402
"may-g3",166,46,0,8.831857791,148.0606819,2.170439745,"After","Schreck",4.584240075,0.661267353,3,1.21893795,3,0.050265482,-1.298730145,1.517205265,0.293022151
"may-g3",166,46,0,2.426793121,148.0606819,2.170439745,"After","Schreck",2.150936846,0.332627659,1,0.628318531,3,0.179070781,-0.746975272,0.007635622,0.643671816
"may-g3",166,46,0,10.67436845,148.0606819,2.170439745,"After","Schreck",12.99741783,1.113857081,21,0,17,5.755397741,0.760075342,2.240397637,2.242759907
"may-g3",166,46,0,10.19389681,148.0606819,2.170439745,"After","Schreck",15.79376415,1.198485648,29,0,21,0.113097336,-0.946547627,3.006626761,1.366123646
"may-g3",166,46,0,30.39843415,148.0606819,2.170439745,"After","Schreck",9.887950322,0.995106276,14,0.424115008,6,0,-1000,0.546651643,1.320814759
"may-g3",166,46,0,18.04645688,148.0606819,2.170439745,"After","Schreck",23.21579282,1.365783519,38,0,25,0.072256631,-1.141122291,2.226812552,1.337531058
"may-g3",166,46,0,12.81920332,148.0606819,2.170439745,"After","Schreck",21.01758494,1.322582811,36,0,16,0.037699112,-1.423668881,3.016116,1.333352474
"may-g3",166,46,0,26.54783058,148.0606819,2.170439745,"After","Schreck",10.36899562,1.015736691,16,0,16,0,-1000,0.135298103,1.272151152
"may-g3",166,46,0,18.94530214,148.0606819,2.170439745,"After","Schreck",9.119436705,0.959968013,12,0.295309709,11,0,-1000,1.990213729,1.639112612
"may-g3",166,46,0,9.070854175,148.0606819,2.170439745,"After","Schreck",7.781541241,0.891065624,8,0,19,0.166504411,-0.778574258,0.01832463,1.123793598
"may-g3",166,46,0,38.04463798,148.0606819,2.170439745,"After","Schreck",12.18090937,1.085679712,18,0.446106157,7,0,-1000,1.318168424,1.316292902
"may-g3",166,46,0,26.58047272,148.0606819,2.170439745,"After","Schreck",17.21141508,1.235816578,31,0,23,0.056548668,-1.247577622,1.999310375,1.383692754
"may-g3",166,46,0,32.53745277,148.0606819,2.170439745,"After","Schreck",6.922921759,0.840289423,7,0.464955713,5,0.069115038,-1.160427446,2.40376393,1.072063696
"may-g3",166,46,0,67.17339004,148.0606819,2.170439745,"After","Schreck",15.57847237,1.192524868,28,0.241902634,7,0.100530965,-0.997700149,1.80003458,0.790113655
"may-g3",166,46,0,24.38098895,148.0606819,2.170439745,"After","Schreck",4.36595651,0.640079405,2,1.639911365,1,0.050265482,-1.298730145,0.227163809,1.274721841
"may-g3",166,46,0,87.88140567,148.0606819,2.170439745,"After","Schreck",6.831695603,0.834528507,6,0,9,-0.012566371,0,1.275556108,0.556077453
"may-g3",166,46,0,22.84302285,148.0606819,2.170439745,"After","Schreck",14.56621494,1.163346714,24,0.301592895,5,0,-1000,1.34577887,1.6098568
"may-g3",166,46,0,15.61342799,148.0606819,2.170439745,"After","Schreck",24.32130606,1.385986893,39,0,25,0.062831853,-1.201820132,2.285371445,1.230106787
"may-g3",167,47,0,31.98913918,504.4788163,2.702842934,"After","Schreck",19.71458883,1.294787724,19,0.172787596,9,0.034557519,-1.461457442,1.442841724,0.901401389
"may-g3",167,47,0,24.64394762,504.4788163,2.702842934,"After","Schreck",16.64580201,1.221304725,15,0.298451302,4,0.069115038,-1.160427446,0.881446977,1.132219923
"may-g3",167,47,0,12.14682572,504.4788163,2.702842934,"After","Schreck",34.27876077,1.535025113,24,0,22,0,-1000,1.833816788,0.856078297
"may-g3",167,47,0,15.49254679,504.4788163,2.702842934,"After","Schreck",48.34959395,1.684392831,29,0.103672558,13,0.012566371,-1.900790136,2.10906744,1.067244394
"may-g3",167,47,0,12.97976341,504.4788163,2.702842934,"After","Schreck",36.04080162,1.556794442,25,0.10681415,16,0.015707963,-1.803880123,2.16065879,0.951355076
"may-g3",167,47,0,28.59028607,504.4788163,2.702842934,"After","Schreck",13.44712878,1.128629564,6,0,29,0.069115038,-1.160427446,0.083862019,3.22536145
"may-g3",167,47,0,31.84804057,504.4788163,2.702842934,"After","Schreck",25.99469963,1.414884803,21,0,25,0.116238928,-0.934648403,1.718302831,0.901790618
"may-g3",167,47,0,18.14247699,504.4788163,2.702842934,"After","Schreck",20.1237028,1.303707895,20,0.298451302,6,0.015707963,-1.803880123,1.986674624,1.337007726
"may-g3",167,47,0,25.76921101,504.4788163,2.702842934,"After","Schreck",6.062360855,0.782641784,1,0.543495529,5,0.012566371,-1.900790136,0.234420819,0.690816903
"may-g3",167,47,0,20.5958778,504.4788163,2.702842934,"After","Schreck",31.07197813,1.492368903,23,0,27,0,-1000,1.835534283,0.831984438
"may-g3",167,47,0,7.361119843,504.4788163,2.702842934,"After","Schreck",46.27874779,1.665381599,28,0.065973446,14,0.021991149,-1.657752087,2.041975325,1.328696281
"may-g3",167,47,0,8.741331823,504.4788163,2.702842934,"After","Schreck",43.76046078,1.641081886,26,0.091106187,12,0.009424778,-2.025728873,1.907660069,0.805022761
"may-g3",167,47,0,24.18273892,504.4788163,2.702842934,"After","Schreck",26.09821385,1.416610785,22,0.125663706,13,0.612610567,-0.212815516,1.844273191,0.730267186
"may-g3",167,47,0,38.7566581,504.4788163,2.702842934,"After","Schreck",7.766076751,0.890201678,2,0.926769833,2,0,-1000,1.309814329,3.509856607
"may-g3",167,47,0,21.13160024,504.4788163,2.702842934,"After","Schreck",18.75951434,1.273221591,18,0,10,0.04712389,-1.326758868,0.034655066,1.926694813
"may-g3",167,47,0,8.835879702,504.4788163,2.702842934,"After","Schreck",17.25168709,1.236831572,17,0,8,0.012566371,-1.900790136,0.128281439,1.77487998
"may-g3",167,47,0,4.320194518,504.4788163,2.702842934,"After","Schreck",16.73621611,1.223657275,16,0.09424778,9,0.012566371,-1.900790136,0.126340741,2.130108333
"may-g3",167,47,0,25.37540798,504.4788163,2.702842934,"After","Schreck",14.15178644,1.150811266,7,0.336150414,6,0.015707963,-1.803880123,0.509931366,2.948089225
"may-g3",167,47,0,14.00523723,504.4788163,2.702842934,"After","Schreck",43.92932096,1.64275449,27,0.122522113,14,0.238761042,-0.622036535,2.231778592,1.010800242
"may-g3",167,47,0,19.92807103,504.4788163,2.702842934,"After","Schreck",15.23884951,1.18295218,13,0,19,0.006283185,-2.201820132,0.530445269,1.325608032
"may-g3",167,47,0,26.87684728,504.4788163,2.702842934,"After","Schreck",15.02171546,1.176719531,10,0.009424778,6,0.100530965,-0.997700149,0.660629529,2.185443652
"may-g3",167,47,0,38.58579424,504.4788163,2.702842934,"After","Schreck",14.52712141,1.162179566,8,0.339292007,4,0.24818582,-0.605223036,0.842316172,2.235082406
"may-g3",167,47,0,29.96621707,504.4788163,2.702842934,"After","Schreck",7.837487694,0.894176872,3,0.540353936,6,0.006283185,-2.201820132,1.021524475,1.928164545
"may-g3",167,47,0,18.76734254,504.4788163,2.702842934,"After","Schreck",15.22552532,1.182572286,12,0,27,0.09424778,-1.025728873,0.236293537,1.241642736
"may-g3",167,47,0,15.88869321,504.4788163,2.702842934,"After","Schreck",14.67531115,1.166587318,9,0.30787608,6,0.135088484,-0.869381672,0.822487354,0.836980233
"may-g3",167,47,0,19.62521641,504.4788163,2.702842934,"After","Schreck",11.31169472,1.053527676,5,0.483805269,7,0.025132741,-1.59976014,0.605901702,3.635942406
"may-g3",167,47,0,21.8174239,504.4788163,2.702842934,"After","Schreck",9.45348753,0.975592056,4,0.326725636,9,0,-1000,0.296589996,2.168571924
"may-g3",167,47,0,28.29774317,504.4788163,2.702842934,"After","Schreck",15.05234899,1.177604279,11,0.276460154,8,0,-1000,1.185012817,0.914882135
"may-g3",167,47,0,62.09482374,504.4788163,2.702842934,"After","Schreck",15.66818903,1.195018802,14,0,17,0.172787596,-0.762487438,1.037668048,1.087654576
"may-g3",168,48,0,10.29648901,520.9688196,2.716811731,"After","Schreck",9.471838892,0.976434302,8,0.52150438,6,0.075398224,-1.122638886,1.903117981,1.398743561
"may-g3",168,48,0,10.46197137,520.9688196,2.716811731,"After","Schreck",23.72717669,1.375246064,27,0.10681415,12,0.006283185,-2.201820132,1.013868201,1.583061045
"may-g3",168,48,0,13.6870391,520.9688196,2.716811731,"After","Schreck",41.34009944,1.616371517,34,0.097389372,12,0.025132741,-1.59976014,1.484809511,1.473197018
"may-g3",168,48,0,27.98172248,520.9688196,2.716811731,"After","Schreck",21.12599777,1.32481723,23,0,27,0.04712389,-1.326758868,2.22033372,1.122712285
"may-g3",168,48,0,16.34006363,520.9688196,2.716811731,"After","Schreck",16.86968413,1.227106951,18,0,28,0.091106187,-1.040452129,2.499698192,1.273214108
"may-g3",168,48,0,23.34245211,520.9688196,2.716811731,"After","Schreck",39.19893288,1.593274244,33,0,30,0.012566371,-1.900790136,1.570182389,0.955514319
"may-g3",168,48,0,15.59641289,520.9688196,2.716811731,"After","Schreck",11.95124786,1.077413253,9,0,28,0,-1000,2.269549579,1.225130202
"may-g3",168,48,0,23.75719864,520.9688196,2.716811731,"After","Schreck",46.62846251,1.668651096,36,0,21,0,-1000,1.566463334,1.039759644
"may-g3",168,48,0,6.517414629,520.9688196,2.716811731,"After","Schreck",21.71237986,1.336707428,24,0.116238928,14,0.053407075,-1.272401206,1.389577357,1.478350029
"may-g3",168,48,0,7.930634245,520.9688196,2.716811731,"After","Schreck",16.09806734,1.20677374,16,0.021991149,33,0.043982297,-1.356722092,1.96894131,1.250293638
"may-g3",168,48,0,6.995882275,520.9688196,2.716811731,"After","Schreck",9.45701439,0.97575405,7,0.320442451,9,0.065973446,-1.180630833,1.010479133,1.893870806
"may-g3",168,48,0,8.661174595,520.9688196,2.716811731,"After","Schreck",8.598018378,0.934398369,4,0,30,0.021991149,-1.657752087,2.406192468,0.679296994
"may-g3",168,48,0,11.18464773,520.9688196,2.716811731,"After","Schreck",23.30517216,1.367452316,25,0,29,0.141371669,-0.849637614,1.572563911,1.033609744
"may-g3",168,48,0,6.078621629,520.9688196,2.716811731,"After","Schreck",18.45057212,1.266009838,21,0.031415927,17,0.012566371,-1.900790136,1.080145235,1.727882558
"may-g3",168,48,0,8.265669857,520.9688196,2.716811731,"After","Schreck",38.81951834,1.589050143,32,0,27,0,-1000,1.316242936,2.002746716
"may-g3",168,48,0,3.42634367,520.9688196,2.716811731,"After","Schreck",13.27011749,1.122874768,10,0.251327412,10,0,-1000,1.286196291,0.870101666
"may-g3",168,48,0,13.43736827,520.9688196,2.716811731,"After","Schreck",31.74133117,1.501625136,29,0,24,0.081681409,-1.087876779,1.257121304,1.95090308
"may-g3",168,48,0,23.83514617,520.9688196,2.716811731,"After","Schreck",14.72989455,1.168199638,14,0,27,0.015707963,-1.803880123,0.250935853,1.27491019
"may-g3",168,48,0,13.47099583,520.9688196,2.716811731,"After","Schreck",33.15816719,1.520590517,30,0,29,0,-1000,1.408803382,1.040480736
"may-g3",168,48,0,9.683540152,520.9688196,2.716811731,"After","Schreck",17.46362914,1.2421345,20,0.329867229,10,0.015707963,-1.803880123,1.575804884,1.2206122
"may-g3",168,48,0,20.1223896,520.9688196,2.716811731,"After","Schreck",23.54763281,1.371947255,26,0,32,0.062831853,-1.201820132,1.920408621,1.07316307
"may-g3",168,48,0,13.38690887,520.9688196,2.716811731,"After","Schreck",34.05056316,1.532124299,31,0.169646003,8,0,-1000,1.675521198,1.066027693
"may-g3",168,48,0,5.710729579,520.9688196,2.716811731,"After","Schreck",16.28316669,1.211738869,17,0.229336264,6,0.021991149,-1.657752087,0.707363603,1.165459378
"may-g3",168,48,0,7.238436848,520.9688196,2.716811731,"After","Schreck",8.464229102,0.92758741,3,0.163362818,13,0.062831853,-1.201820132,3.110957959,1.435614289
"may-g3",168,48,0,2.859559577,520.9688196,2.716811731,"After","Schreck",14.0572157,1.147899309,11,0.295309709,12,0.226194671,-0.645517631,1.360034572,1.45173122
"may-g3",168,48,0,21.24287948,520.9688196,2.716811731,"After","Schreck",23.7623993,1.375890289,28,0.097389372,7,0.078539816,-1.104910119,1.37573549,0.635979063
"may-g3",168,48,0,22.13458539,520.9688196,2.716811731,"After","Schreck",9.41407379,0.973777598,5,0.370707933,7,0.009424778,-2.025728873,0.761222112,1.256529283
"may-g3",168,48,0,13.49489704,520.9688196,2.716811731,"After","Schreck",45.81412473,1.660999394,35,0.075398224,13,0.084823002,-1.071486363,1.464074899,3.188543436
"may-g3",168,48,0,6.229454976,520.9688196,2.716811731,"After","Schreck",9.42774643,0.974407893,6,0.172787596,10,0.025132741,-1.59976014,0.416716542,0.99982477
"may-g3",168,48,0,16.60262574,520.9688196,2.716811731,"After","Schreck",14.38251327,1.157834783,12,0.138230077,7,0.317300858,-0.498528754,0.504160768,1.334777511
"may-g3",168,48,0,18.3364327,520.9688196,2.716811731,"After","Schreck",19.87648815,1.298339654,22,0,13,0.204203522,-0.689936771,0.167728243,1.306659953
"may-g3",168,48,0,27.62073559,520.9688196,2.716811731,"After","Schreck",47.56679202,1.677303863,37,0,6,0,-1000,1.495656433,1.561892344
"may-g3",168,48,0,5.543366396,520.9688196,2.716811731,"After","Schreck",14.39567356,1.15823199,13,0.10681415,12,0,-1000,0.001976337,1.255534497
"may-g3",168,48,0,12.87499012,520.9688196,2.716811731,"After","Schreck",2.596436735,0.414377745,1,0.603185789,4,0.087964594,-1.055692096,2.957218088,0.872250582
"may-g3",168,48,0,16.89065824,520.9688196,2.716811731,"After","Schreck",15.18662809,1.181461358,15,0,13,0.329867229,-0.481660828,3.106918825,1.585428687
"may-g3",168,48,0,7.334363401,520.9688196,2.716811731,"After","Schreck",4.328944548,0.636382023,2,1.039867168,1,1.335176878,0.125538803,0.801121495,1.031490354
"may-g3",168,48,0,15.20441239,520.9688196,2.716811731,"After","Schreck",47.64722158,1.678037581,38,0,2,0,-1000,1.566882099,0.777913826
"may-g3",168,48,0,24.92753831,520.9688196,2.716811731,"After","Schreck",17.31376255,1.238391457,19,0,20,0.235619449,-0.627788864,0.223260142,1.389709003
"may-g3",169,49,1,418.7979551,256.8600725,2.409696601,"After","Schreck",8.707750748,0.939905989,2,0.179070781,10,0.015707963,-1.803880123,0.012734719,0.165905484
"may-g3",169,49,0,7.389444808,256.8600725,2.409696601,"After","Schreck",37.60724878,1.575271563,30,0,29,0.028274334,-1.548607618,0.334693384,2.398592171
"may-g3",169,49,0,23.31555006,256.8600725,2.409696601,"After","Schreck",36.91071768,1.56715249,28,0,24,0.012566371,-1.900790136,0.004003599,0.582898558
"may-g3",169,49,0,19.53259261,256.8600725,2.409696601,"After","Schreck",43.01860074,1.63365628,35,0,21,0,-1000,0.419371637,0.36476502
"may-g3",169,49,0,11.11017697,256.8600725,2.409696601,"After","Schreck",29.60837348,1.47141455,23,0,19,0,-1000,0.725683567,3.433700296
"may-g3",169,49,0,76.2495924,256.8600725,2.409696601,"After","Schreck",20.24234846,1.306260897,11,0.069115038,20,0.147654855,-0.830752269,0.760837925,0.622107083
"may-g3",169,49,0,11.11392732,256.8600725,2.409696601,"After","Schreck",37.01345655,1.568359644,29,0,23,0,-1000,0.73314992,2.782825748
"may-g3",169,49,0,9.636839396,256.8600725,2.409696601,"After","Schreck",34.45836963,1.537294725,27,0,24,0,-1000,0.476193438,3.237391222
"may-g3",169,49,0,13.06269844,256.8600725,2.409696601,"After","Schreck",49.54834949,1.695029192,39,0,21,0.003141593,-2.502850127,0.036095033,0.211958997
"may-g3",169,49,0,20.55897625,256.8600725,2.409696601,"After","Schreck",23.37391872,1.36873153,15,0.031415927,21,0.018849556,-1.724698877,0.100533238,0.387691433
"may-g3",169,49,0,7.917690391,256.8600725,2.409696601,"After","Schreck",14.27891717,1.154695274,7,0,30,0.037699112,-1.423668881,0.202556417,0.531718391
"may-g3",169,49,0,1.766293605,256.8600725,2.409696601,"After","Schreck",23.17342386,1.364990205,14,0.015707963,22,0.04712389,-1.326758868,0.332712676,0.018660829
"may-g3",169,49,0,6.650232062,256.8600725,2.409696601,"After","Schreck",33.96370883,1.531015109,26,0,29,0,-1000,0.219382208,0.660178533
"may-g3",169,49,0,8.403310267,256.8600725,2.409696601,"After","Schreck",43.18146433,1.635297366,36,0,23,0,-1000,0.3517735,2.937140675
"may-g3",169,49,0,4.57105533,256.8600725,2.409696601,"After","Schreck",25.68876504,1.409743226,18,0,22,0.009424778,-2.025728873,0.129132386,0.243328957
"may-g3",169,49,0,25.72047801,256.8600725,2.409696601,"After","Schreck",5.610912654,0.749033508,1,1.174955652,1,0.204203522,-0.689936771,0.32104323,0.581781978
"may-g3",169,49,0,10.72891236,256.8600725,2.409696601,"After","Schreck",32.04914994,1.505816515,25,0,27,0.021991149,-1.657752087,0.599094718,3.41257647
"may-g3",169,49,0,24.49228477,256.8600725,2.409696601,"After","Schreck",27.67835772,1.442140318,22,0,12,0,-1000,0.851472298,3.995417737
"may-g3",169,49,0,17.19958956,256.8600725,2.409696601,"After","Schreck",21.15356712,1.325383613,12,0,32,0.012566371,-1.900790136,0.57720675,3.6408768
"may-g3",169,49,0,8.597599695,256.8600725,2.409696601,"After","Schreck",25.31127136,1.40331396,17,0.053407075,17,0.040840704,-1.388906775,0.385268235,3.127893089
"may-g3",169,49,0,48.91692866,256.8600725,2.409696601,"After","Schreck",13.0527035,1.115700473,4,0.420973416,7,0.037699112,-1.423668881,0.751269565,3.937536862
"may-g3",169,49,0,42.2717875,256.8600725,2.409696601,"After","Schreck",19.77430317,1.296101188,10,0.188495559,10,0.037699112,-1.423668881,0.857690584,3.812814217
"may-g3",169,49,0,59.0607367,256.8600725,2.409696601,"After","Schreck",42.75218639,1.63095833,33,0,22,0,-1000,0.244402503,2.194694831
"may-g3",169,49,0,45.98301848,256.8600725,2.409696601,"After","Schreck",47.12483274,1.673249822,38,0,12,0,-1000,0.768657272,4.107577641
"may-g3",169,49,0,18.5038025,256.8600725,2.409696601,"After","Schreck",43.30100021,1.636497928,37,0,18,0,-1000,0.750441464,2.593365944
"may-g3",169,49,0,27.51625636,256.8600725,2.409696601,"After","Schreck",40.84798805,1.61117067,32,0,17,0,-1000,0.750042832,1.448952926
"may-g3",169,49,0,30.97433071,256.8600725,2.409696601,"After","Schreck",14.2530984,1.153909283,6,0,7,0.081681409,-1.087876779,0.088756691,0.129416886
"may-g3",169,49,0,18.80809763,256.8600725,2.409696601,"After","Schreck",27.5716122,1.440462161,21,0.119380521,11,0.499513232,-0.301453003,0.843731492,3.530268893
"may-g3",169,49,0,16.6702321,256.8600725,2.409696601,"After","Schreck",18.53344699,1.2679562,8,0.100530965,13,0.232477856,-0.633618408,0.756595906,4.009424532
"may-g3",169,49,0,10.69203736,256.8600725,2.409696601,"After","Schreck",38.64117772,1.587050355,31,0,29,0.034557519,-1.461457442,0.575843178,3.008496514
"may-g3",169,49,0,5.423915165,256.8600725,2.409696601,"After","Schreck",30.43908012,1.483431524,24,0,20,0.015707963,-1.803880123,0.051915951,0.037273349
"may-g3",169,49,0,7.76970419,256.8600725,2.409696601,"After","Schreck",26.40727365,1.421723566,19,0,24,0,-1000,0.475203763,0.929167485
